MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,primera_letra
746,52,8,1242,1536,483,93,2
1190,83,42,624,1525,748,99,3
418,103,52,629,132,301,21,1
1464,273,50,226,204,302,31,5
1125,118,34,465,1018,404,91,3
1237,118,31,1725,1403,712,78,4
803,138,28,525,930,705,94,2
1515,118,35,762,897,680,28,5
1270,121,41,236,1254,967,108,4
229,274,52,241,591,369,56,0
532,76,43,1063,1056,1034,102,1
1012,103,36,827,173,345,20,3
1051,165,32,202,942,540,79,3
57,224,36,1278,874,896,80,0
1141,159,50,337,1058,1074,101,3
549,292,47,293,507,735,20,1
595,118,48,1257,183,570,26,1
1079,222,52,246,1043,802,104,3
800,294,33,34,1466,867,76,2
4,267,30,1106,1154,979,80,0
480,118,27,604,1142,542,84,1
1535,284,25,94,880,807,86,5
915,165,48,1284,454,855,35,2
303,85,55,1546,266,445,21,0
1442,159,43,1595,188,829,56,5
1017,142,55,304,220,584,66,3
128,159,45,1159,938,485,100,0
1493,190,55,796,651,837,41,5
1304,26,27,522,1400,1107,87,4
1622,260,32,218,212,171,21,6
1690,118,33,1649,1195,757,85,6
782,253,53,1148,254,452,66,2
412,292,47,1232,355,251,38,1
1345,86,30,413,692,512,21,4
1379,292,33,527,515,235,21,4
824,165,31,1072,1383,713,106,2
1004,118,61,756,1498,1227,61,3
1193,81,37,1586,509,169,21,3
519,292,22,646,64,250,38,1
474,74,43,828,465,241,21,1
1732,16,56,244,390,591,21,6
633,4,44,907,272,297,21,1
1749,222,52,1118,590,329,71,6
1470,176,42,586,0,233,21,5
932,3,31,29,1024,835,87,2
52,148,31,643,1494,1158,52,0
237,87,38,1255,58,387,2,0
1250,86,58,183,573,513,21,4
745,259,31,21,1054,1071,93,2
1506,176,53,842,1226,1123,92,5
583,118,31,1266,1113,528,81,1
89,15,32,54,1445,1050,88,0
447,118,43,1661,473,251,21,1
1253,72,28,167,967,260,81,4
342,125,36,1462,1636,1084,92,0
1186,292,54,1271,565,811,18,3
1688,153,51,1200,260,787,44,6
62,118,30,910,1009,914,74,0
840,192,53,1060,815,557,143,2
1467,153,29,303,1180,736,92,5
1573,104,31,1230,1534,192,14,6
1140,227,52,790,475,8,21,3
1544,3,33,379,527,341,56,5
1606,153,38,450,1370,769,93,6
1037,38,25,207,1439,966,96,3
1274,190,47,1578,228,646,173,4
1100,1,16,149,1538,749,89,3
801,294,20,1687,1187,968,82,2
1206,26,12,270,1528,1010,138,3
1374,118,24,858,748,1007,81,4
5,253,29,388,1154,1086,88,0
711,191,37,1068,1207,958,76,2
719,21,38,255,307,335,21,2
1215,81,34,52,876,830,87,3
833,87,9,1243,459,394,26,2
176,15,25,249,1502,754,95,0
427,247,31,102,1542,480,96,1
1358,133,57,1513,225,636,46,4
999,293,39,1036,251,505,26,3
152,133,45,471,1111,932,106,0
80,222,26,1369,1481,165,90,0
40,196,55,849,865,871,77,0
678,14,38,1600,1578,571,93,2
258,222,51,1059,1554,991,94,0
1503,9,38,415,717,955,123,5
394,83,36,614,1628,60,56,1
820,167,38,1522,1591,570,102,2
729,125,46,323,785,990,107,2
1664,95,57,619,33,138,21,6
1287,283,39,1602,1068,839,96,4
1486,0,34,1588,1251,1161,115,5
178,222,41,1113,978,543,86,0
1387,67,27,1112,1477,450,85,5
1262,251,31,1164,1479,823,88,4
328,144,33,410,1166,795,85,0
788,125,41,163,1461,909,96,2
277,206,40,573,1713,698,93,0
1589,294,62,1134,279,339,21,6
780,72,38,700,24,92,20,2
1210,176,44,799,536,516,38,3
871,168,41,1265,313,301,41,2
817,185,47,999,1408,885,88,2
1104,21,35,557,1083,461,83,3
1618,288,45,1146,278,390,21,6
1127,102,45,569,51,268,21,3
1676,304,34,1670,618,391,8,6
917,165,45,1248,215,863,36,2
617,72,62,1041,452,66,21,1
1133,190,37,804,1472,641,84,3
894,192,43,1064,1501,775,85,2
493,118,58,639,1317,1085,63,1
1118,222,48,1561,901,858,95,3
1656,118,22,933,1503,560,84,6
1441,176,53,533,1505,1121,88,5
1277,63,35,44,1348,751,111,4
1570,206,46,1510,867,1125,96,6
30,253,30,585,1364,440,84,0
1502,36,25,1536,1663,672,91,5
1578,89,42,1523,470,508,21,6
119,107,51,967,118,285,21,0
1632,72,48,909,207,96,19,6
961,133,33,356,1590,1080,95,3
1679,73,27,988,1651,873,87,6
354,85,43,1544,264,389,21,1
870,188,51,1279,404,577,21,2
410,246,35,501,1194,876,91,1
1583,17,24,541,1593,842,100,6
589,87,46,146,561,222,92,1
795,118,42,704,818,1004,94,2
1407,246,45,1258,955,456,91,5
1244,222,24,1427,100,347,36,4
1662,72,56,911,32,100,21,6
322,190,48,214,1625,994,91,0
1259,222,39,383,851,423,80,4
234,153,52,1195,417,429,51,0
888,153,13,1363,1433,507,98,2
1200,292,32,1318,601,454,21,3
903,201,43,680,306,416,21,2
1035,69,44,524,597,410,41,3
968,253,47,324,862,193,111,3
990,284,19,26,1375,820,77,3
689,98,44,843,376,491,21,2
610,200,57,826,572,243,26,1
646,111,37,472,1263,1021,127,1
1530,222,27,1423,1178,132,101,5
1217,159,31,435,964,213,96,3
1315,186,53,832,1535,657,160,4
490,190,43,1571,977,995,82,1
691,105,41,469,999,689,7,2
1103,242,39,352,136,250,46,3
197,253,46,1095,48,95,21,0
662,222,37,767,1017,761,92,1
1301,4,46,1400,1486,625,148,4
1170,190,49,1262,0,593,41,3
361,183,56,1520,1,762,55,1
955,253,18,1178,761,392,77,3
892,140,51,398,909,815,22,2
348,176,46,213,17,370,21,1
505,121,45,1133,257,338,21,1
587,133,30,543,1418,872,93,1
881,292,42,734,372,202,21,2
216,118,5,1549,766,1083,53,0
70,168,46,77,1192,661,96,0
1457,176,52,422,233,400,36,5
238,125,46,275,1369,772,117,0
667,153,47,667,610,323,21,1
1680,73,34,987,1651,923,97,6
396,97,32,1700,882,203,68,1
1218,259,46,1069,728,717,89,3
415,184,62,587,1235,826,96,1
786,153,50,791,381,420,31,2
1346,249,10,869,1668,161,132,4
177,125,33,992,1451,374,104,0
99,208,26,1307,79,501,21,0
355,292,38,904,0,334,46,1
1283,114,44,254,1019,861,106,4
848,166,24,1615,960,750,93,2
764,73,19,698,469,378,13,2
1706,51,46,366,797,684,96,6
331,186,52,877,1234,1002,93,0
604,251,28,1436,1417,947,81,1
35,176,56,1128,886,771,98,0
1416,210,48,1034,426,522,41,5
170,103,51,1131,177,293,20,0
965,287,46,115,42,576,41,3
866,131,40,1187,1173,541,108,2
1196,81,31,1648,1646,108,42,3
336,125,46,1011,1342,681,100,0
1543,43,3,1056,808,308,77,5
951,176,48,549,1326,925,71,3
199,176,54,952,241,226,56,0
572,222,55,581,354,229,56,1
242,308,26,417,1174,288,92,0
774,83,42,517,1723,715,49,2
827,125,48,915,1059,519,118,2
296,118,45,11,308,175,21,0
886,176,52,1007,280,665,65,2
477,118,14,1099,631,870,25,1
1499,253,38,332,487,279,36,5
570,291,26,650,1167,348,106,1
1418,176,51,10,1658,1065,93,5
473,246,53,129,224,306,61,1
316,0,7,902,1589,267,85,0
1585,140,30,668,1044,371,116,6
819,259,38,61,1212,448,142,2
1355,253,38,267,1150,687,95,4
1422,77,30,1624,65,373,21,5
1146,132,45,748,571,328,50,3
754,156,36,696,134,677,26,2
120,153,34,491,1463,506,107,0
180,176,61,1018,606,695,141,0
1555,249,53,1532,513,581,153,5
744,176,57,735,1108,944,89,2
1576,136,33,1710,237,127,26,6
357,7,42,1120,1155,589,80,1
1322,206,61,637,1003,520,85,4
76,176,15,160,28,554,21,0
813,266,22,85,1626,441,91,2
233,81,46,311,889,502,43,0
1204,84,36,809,623,299,20,3
32,190,49,1008,575,527,36,0
460,292,33,979,288,271,21,1
1693,237,50,1301,691,297,21,6
987,176,47,846,408,575,26,3
787,164,23,203,1264,898,79,2
1389,292,23,678,443,1025,31,5
1179,111,40,1404,739,645,122,3
1478,258,40,961,1351,694,98,5
443,294,42,634,644,49,21,1
784,140,49,1715,633,352,26,2
822,83,56,177,94,135,17,2
73,133,59,488,687,254,62,0
1553,222,34,845,931,419,105,5
869,2,53,336,357,152,21,2
936,271,34,502,995,517,78,2
280,74,42,60,442,149,21,0
1229,222,44,919,669,495,21,3
608,118,32,1519,1404,641,91,1
96,125,52,1511,389,279,66,0
704,102,46,1718,1664,354,27,2
226,222,45,1609,1072,760,91,0
1639,258,37,495,1064,262,113,6
584,14,43,158,732,877,122,1
590,87,63,1023,61,15,21,1
1602,199,47,127,1581,1042,102,6
1584,259,10,1429,1405,473,101,6
464,219,50,466,715,351,96,1
1737,21,38,1269,1250,397,140,6
1394,77,34,1048,70,212,20,5
166,147,21,1493,338,364,22,0
375,73,25,609,333,141,21,1
469,181,47,1495,1276,579,97,1
697,159,40,187,1278,774,88,2
797,176,50,674,7,419,21,2
1188,73,34,1067,1006,781,86,3
184,222,42,190,240,414,41,0
722,118,59,1451,222,77,19,2
141,222,25,1574,1688,388,104,0
1738,26,14,566,1130,864,78,6
1696,86,50,956,59,510,21,6
937,74,54,99,356,311,20,2
262,259,36,103,1124,606,77,0
462,136,40,1727,574,181,157,1
1383,118,46,73,1035,1211,100,4
1003,118,58,758,1499,1102,60,3
230,26,17,1463,154,133,95,0
422,176,44,1126,1334,988,85,1
753,21,32,272,1675,510,114,2
1291,168,41,687,1073,605,108,4
1281,219,50,1246,341,368,21,4
211,168,21,851,1541,629,103,0
593,292,42,652,14,81,21,1
1067,121,37,480,1521,632,88,3
1078,118,29,1627,1076,663,90,3
1598,77,40,456,1199,599,45,6
1587,308,20,1210,879,200,80,6
94,125,47,263,1037,332,144,0
1648,212,49,125,0,475,41,6
979,278,30,1527,793,402,70,3
1514,118,37,943,1007,427,98,5
1753,139,26,92,1208,792,105,6
972,118,62,1392,9,793,114,3
1330,125,46,1541,75,539,17,4
914,162,41,1136,1020,685,82,2
1264,181,47,534,961,620,70,4
135,198,57,172,1112,1068,104,0
492,118,59,719,1099,1030,76,1
1251,74,59,58,595,151,21,4
1248,204,52,1366,148,326,41,4
341,118,51,603,1496,929,61,0
695,176,45,802,119,362,56,2
995,125,47,1688,56,428,36,3
85,147,52,424,1712,948,69,0
1278,158,47,653,249,101,56,4
1615,292,30,1227,153,460,26,6
1057,292,37,1171,662,343,31,3
1617,120,30,433,1381,342,90,6
502,156,12,1280,89,1014,26,1
442,285,60,606,1614,273,81,1
967,176,59,936,1062,670,48,3
806,133,56,1362,673,190,21,2
261,110,42,1518,74,567,21,0
1324,269,63,419,214,112,21,4
1727,118,39,1684,1000,429,96,6
1302,35,40,1399,1527,618,122,4
686,136,33,699,1563,217,99,2
1187,162,43,1601,1078,451,84,3
363,14,42,1267,1244,363,116,1
751,176,54,1391,0,427,21,2
358,259,24,338,944,308,116,1
150,118,52,494,1097,992,56,0
712,222,62,134,169,61,21,2
828,95,56,711,377,67,5,2
64,79,40,841,682,496,22,0
243,71,34,1441,804,411,86,0
674,188,68,1413,1331,1308,133,2
1366,82,55,1703,1685,177,86,4
880,176,57,583,479,776,56,2
895,176,49,1010,1312,381,91,2
21,190,28,1553,20,386,100,0
1603,176,37,866,1580,728,102,6
1472,213,50,1211,1724,403,35,5
311,125,48,1568,451,447,46,0
1556,295,44,1347,111,107,38,5
61,222,42,12,898,720,89,0
1110,125,59,773,277,187,66,3
1202,130,33,1234,1429,329,80,3
655,236,42,262,1045,351,154,1
781,125,34,938,980,592,77,2
654,222,46,1397,321,185,21,1
789,0,31,673,95,90,21,2
647,263,34,664,1579,210,87,1
1166,222,53,19,142,207,58,3
1005,118,55,757,1498,1067,45,3
716,133,33,683,1191,314,120,2
495,118,59,942,1103,1016,65,1
940,112,36,578,1526,441,94,2
245,281,49,1603,596,205,21,0
772,95,39,575,554,86,21,2
79,176,49,1576,1119,166,48,0
225,176,54,22,0,282,21,0
71,81,38,1310,440,104,20,0
1751,281,34,165,1034,825,95,6
648,133,17,921,859,337,93,1
1068,33,32,299,371,536,153,3
457,118,53,1343,1456,549,66,1
1490,176,54,833,685,312,10,5
306,118,47,731,334,318,17,0
1466,222,22,1218,1282,94,101,5
181,154,41,170,1514,675,86,0
389,158,40,1539,1670,555,92,1
717,222,35,1597,824,186,66,2
324,284,19,1438,1598,331,106,0
475,220,51,1285,320,644,18,1
424,153,27,1521,1260,482,85,1
378,37,49,1299,416,422,21,1
1482,278,24,397,1346,650,82,5
47,222,55,1560,505,58,68,0
154,86,46,1409,1021,283,83,0
1373,190,39,1534,244,444,136,4
461,118,31,929,218,298,72,1
1629,213,31,184,801,538,18,6
957,143,1,307,992,307,86,3
387,118,37,940,731,432,118,1
1405,187,44,1428,997,588,88,5
682,182,52,617,823,679,102,2
494,118,49,718,1099,1012,73,1
773,118,26,7,1347,158,95,2
908,213,45,1108,238,279,12,2
1120,242,33,462,1061,806,81,3
1327,14,21,1016,1181,315,95,4
1522,56,41,1683,1270,770,52,5
627,196,53,659,1470,544,72,1
1096,176,50,120,1029,578,82,3
998,274,50,1349,616,137,21,3
1686,232,56,1713,684,82,21,6
615,109,35,1483,658,346,56,1
1428,221,49,1639,1674,435,95,5
1479,211,49,879,164,669,36,5
1081,235,40,440,1660,805,97,3
1230,118,39,1385,1480,1089,108,3
1062,118,56,755,1500,1100,62,3
564,184,58,1517,528,604,166,1
38,308,7,153,1071,111,108,0
1343,118,38,836,970,707,47,4
688,210,41,1289,13,425,21,2
360,21,14,1444,1372,449,130,1
1162,222,44,2,594,175,21,3
1151,32,43,1356,45,329,21,3
885,118,28,860,1262,529,104,2
1085,122,38,260,1543,1051,81,3
671,118,38,1304,1008,488,95,2
622,176,44,689,184,458,39,1
683,176,38,1562,1583,407,91,2
1144,121,67,425,491,6,21,3
740,263,47,690,289,94,21,2
253,118,48,900,1266,812,60,0
783,133,54,958,593,474,21,2
708,168,37,252,1252,523,87,2
630,118,45,660,1560,303,54,1
1080,222,38,1499,1609,311,88,3
1156,53,20,1217,1396,207,85,3
1707,176,47,212,982,520,93,6
1745,125,38,1671,1468,242,97,6
254,118,54,1337,718,940,55,0
1029,259,36,1365,1592,548,97,3
1023,259,51,744,1562,719,121,3
631,176,56,1316,1236,915,76,1
384,294,44,932,498,124,41,1
1361,176,47,885,1361,388,96,4
1044,252,40,763,557,265,21,3
446,118,38,38,1415,813,94,1
1091,292,51,777,1162,848,64,3
735,133,52,467,256,410,66,2
317,133,45,180,1522,727,97,0
327,283,8,198,1512,598,106,0
841,118,33,458,1332,711,92,2
232,103,47,1296,890,752,26,0
1484,219,47,1410,1649,600,100,5
220,222,49,1170,686,139,31,0
1699,12,42,1467,1122,398,146,6
1571,133,46,811,202,161,61,6
1489,121,34,1360,854,65,89,5
326,159,35,118,1442,246,93,0
413,222,33,1188,1218,309,97,1
215,118,28,504,765,860,56,0
613,176,43,655,1716,367,46,1
165,209,58,750,1308,801,74,0
1635,121,42,1682,719,739,75,6
162,103,38,1666,1506,481,36,0
1154,206,41,1038,6,123,51,3
1155,206,49,1081,996,526,86,3
356,159,11,432,911,271,90,1
1325,237,58,1327,421,215,86,4
478,130,36,782,1493,208,127,1
1614,181,49,119,1637,1023,88,6
359,35,23,1142,723,257,83,1
163,295,11,1203,1428,477,82,0
351,176,54,800,391,126,56,1
63,222,50,416,342,161,21,0
1240,176,50,1577,1287,503,94,4
183,72,54,1143,646,41,3,0
455,118,47,1233,1109,623,58,1
635,121,44,232,1345,800,101,1
116,88,59,1086,15,465,21,0
304,189,43,1079,750,385,78,0
1189,99,45,1658,488,284,26,3
450,133,13,1162,1001,275,76,1
25,225,64,1461,76,24,21,0
1122,263,37,854,786,437,81,3
733,159,52,113,1248,746,141,2
425,72,62,1447,2,21,21,1
1517,222,31,169,1606,165,81,5
1163,118,50,1698,1484,818,61,3
45,222,41,45,639,114,21,0
1628,176,36,216,830,355,69,6
620,186,52,1331,566,504,21,1
651,74,54,1415,99,291,21,1
338,222,32,1555,1214,121,88,0
1128,102,48,1085,63,64,21,3
765,73,29,697,1691,99,93,2
1427,141,38,1127,1659,42,21,5
530,222,41,1501,802,166,86,1
1372,277,14,1228,199,310,42,4
228,219,40,607,998,778,90,0
752,176,59,695,37,612,42,2
1000,176,62,1229,603,431,56,3
672,4,20,562,468,529,153,2
1450,176,46,859,1145,676,82,5
1169,248,27,1274,1388,304,100,3
1741,118,46,1714,609,125,21,6
637,176,45,1090,309,471,21,1
28,165,52,998,713,160,41,0
309,176,43,97,1605,984,62,0
479,222,43,354,1089,264,134,1
268,16,51,1145,605,399,21,0
257,222,40,1137,1423,117,104,0
1719,118,48,662,1389,671,62,6
709,118,44,1282,589,353,21,2
1492,275,19,847,586,371,22,5
1481,176,43,677,598,244,36,5
1172,118,37,1254,736,325,85,3
527,0,14,178,1127,479,83,1
1729,176,49,1575,1682,228,74,6
1652,176,43,1515,1652,163,83,6
1459,21,47,1093,1325,552,103,5
200,176,43,1570,674,396,21,0
769,118,20,544,345,124,21,2
1364,82,52,810,1647,155,86,4
666,294,39,983,253,215,31,1
1198,227,48,772,1627,511,116,3
276,118,44,717,966,375,21,0
1328,213,47,863,1699,624,36,4
1667,263,31,1479,1298,83,56,6
159,87,38,499,328,164,21,0
1525,125,25,1395,1655,195,68,5
334,275,35,16,296,386,37,0
889,176,43,1446,1091,438,87,2
1709,142,52,552,645,61,56,6
24,214,44,1421,1495,697,16,0
423,219,43,1496,0,235,21,1
1019,57,19,820,1638,310,77,3
1267,130,43,1281,208,94,39,4
930,281,15,1054,833,603,80,2
151,118,50,716,1097,894,60,0
1269,118,34,536,988,382,76,4
677,292,44,784,679,171,21,2
838,222,48,1312,1530,346,80,2
6,263,43,369,1077,413,98,0
290,222,49,530,954,379,102,0
1689,185,49,121,1459,666,82,6
345,222,38,240,637,245,50,1
1321,285,41,658,1002,16,95,4
37,118,22,1116,1438,822,42,0
1739,26,43,1706,1336,642,86,6
224,202,47,1418,1700,564,83,0
456,118,50,635,1544,693,53,1
406,219,50,1431,0,319,21,1
950,73,32,1110,856,356,72,3
508,2,3,112,1482,729,108,1
1382,213,49,1707,891,706,21,4
1386,153,24,425,1619,359,92,5
1033,308,31,326,1323,278,94,3
12,136,33,1375,1425,122,24,0
236,72,45,1344,263,70,4,0
1106,308,11,1641,915,105,74,3
978,278,33,166,794,274,88,3
275,248,60,0,262,76,56,0
1056,244,33,1042,1189,404,82,3
381,125,21,1592,1193,524,130,1
579,121,21,1100,1397,255,100,1
1565,118,49,944,1253,611,86,6
136,118,37,749,1414,61,93,0
235,87,39,1181,0,113,1,0
289,206,56,1361,1088,920,99,0
734,118,49,1182,551,191,21,2
1024,133,43,459,779,779,96,3
1123,253,43,786,1689,453,117,3
992,284,25,819,1379,468,120,3
1477,153,15,1268,1448,101,84,5
935,2,22,487,1134,653,91,2
919,190,44,1614,508,34,21,2
1049,253,53,1287,1067,183,97,3
756,118,46,1711,1221,712,70,2
187,253,33,1558,1407,43,87,0
1365,82,52,745,1684,162,86,4
1064,188,43,769,1241,486,76,3
1397,35,39,1405,1706,94,137,5
1495,100,42,1121,495,28,10,5
349,176,38,889,759,86,116,1
1199,68,27,1328,1204,320,93,3
1092,292,47,989,197,625,45,3
1282,238,42,235,780,418,121,4
565,219,58,1394,1644,791,100,1
657,118,53,715,180,499,32,1
679,32,53,622,614,168,21,2
1213,253,49,276,130,97,21,3
1016,222,39,1075,763,307,71,3
944,278,23,848,1284,269,89,2
213,158,41,1290,544,251,21,0
167,19,16,455,727,142,97,0
1371,192,55,1554,0,248,145,4
1088,205,55,245,198,470,56,3
1644,196,47,1514,1416,522,97,6
299,176,42,590,579,186,24,0
438,176,49,540,1271,321,88,1
1211,222,48,545,1504,60,103,3
659,292,49,1005,192,218,21,1
899,178,44,1039,1169,869,86,2
796,188,39,1077,1394,648,88,2
1194,83,31,1378,1646,96,42,3
1117,308,37,204,934,714,111,3
1002,188,63,722,10,704,62,3
1476,118,26,1618,787,106,92,5
582,94,37,605,1023,313,93,1
392,107,40,612,482,19,21,1
1022,53,35,1433,1398,558,106,3
405,76,23,1386,44,105,21,1
1435,118,32,905,825,767,85,5
100,284,38,815,1529,61,86,0
943,79,34,1460,552,143,22,2
1011,176,39,1626,814,627,105,3
1705,118,26,830,1090,178,93,6
1030,292,38,1250,299,73,21,3
435,176,29,1220,1656,81,84,1
863,118,40,265,29,272,26,2
87,222,42,1547,735,328,87,0
56,118,25,392,872,240,78,0
1018,137,34,449,1293,395,92,3
1497,176,27,460,790,178,76,5
98,223,29,1184,1681,696,96,0
1335,176,1,1101,743,590,54,4
927,186,50,1151,837,731,107,2
481,292,57,982,16,215,21,1
1716,159,36,439,1460,464,77,6
1682,27,48,1480,1574,411,124,6
837,176,44,509,19,330,26,2
644,118,46,962,541,361,18,1
164,280,11,461,770,316,75,0
1171,72,35,1628,524,75,21,3
808,171,11,870,1518,239,84,2
690,263,45,231,378,6,21,2
1126,87,43,68,496,50,21,3
1595,83,31,589,1211,531,92,6
948,72,44,1380,93,36,21,3
125,292,45,1306,78,173,21,0
850,26,29,1685,848,141,69,2
1392,222,46,327,700,322,21,5
1483,222,35,378,1311,50,93,5
1041,240,23,1651,943,119,86,3
600,222,22,1294,1511,296,83,1
227,176,44,565,1172,118,100,0
1748,222,48,1320,412,123,21,6
1368,118,14,15,1310,64,95,4
59,176,50,594,585,266,52,0
50,95,32,1638,952,118,24,0
1410,166,42,451,1413,783,104,5
1562,278,35,9,1516,628,117,6
20,278,8,1313,1532,194,75,0
1566,118,51,965,1253,723,83,6
1090,176,42,990,1666,472,69,3
114,222,48,8,369,59,21,0
1225,283,4,1705,983,489,121,3
891,287,41,739,155,108,21,2
736,158,8,743,796,223,82,2
798,118,39,705,1101,442,55,2
989,308,10,1676,1151,253,94,3
793,118,35,702,1288,616,51,2
1592,153,30,993,1143,231,102,6
912,306,49,886,559,360,36,2
432,176,52,1376,1631,1018,76,1
256,187,41,1695,0,487,56,0
259,168,24,247,924,242,81,0
1276,118,32,906,1238,350,86,4
823,191,51,1516,1247,294,70,2
364,223,50,1716,413,79,31,1
1084,222,31,395,1085,85,89,3
60,222,31,1326,1190,148,108,0
1455,222,59,1130,170,24,21,5
794,118,47,703,870,104,94,2
74,121,42,850,125,252,22,0
618,284,8,173,1320,433,84,1
540,113,47,1487,939,639,107,1
555,259,24,62,767,63,71,1
1443,296,25,1297,1531,189,84,5
1047,176,40,117,1140,647,85,3
591,263,25,1247,462,110,21,1
882,275,25,732,504,287,12,2
217,168,28,367,1454,566,95,0
1419,176,40,1123,1213,607,84,5
179,118,30,913,908,206,89,0
525,263,9,1668,1275,149,75,1
1352,298,39,1109,1437,702,40,4
625,176,45,706,1467,380,78,1
909,118,41,726,695,11,21,2
685,176,53,787,1616,338,68,2
1520,118,34,727,1222,527,61,5
1474,222,28,1490,789,187,112,5
1498,176,25,223,360,383,21,5
576,133,40,651,1202,737,106,1
1161,303,8,76,25,592,21,3
22,307,38,1702,117,162,20,0
391,222,53,3,681,25,21,1
1451,118,18,1662,1641,116,86,5
884,105,45,1506,1620,329,4,2
1232,70,17,645,1555,145,76,4
964,200,47,633,1349,199,76,3
818,96,39,1169,500,43,19,2
985,175,18,1091,729,162,88,3
1596,83,51,1319,1650,6,21,6
1509,118,45,1333,1209,421,57,5
650,72,46,425,248,38,21,1
1203,118,46,823,640,25,21,3
1591,253,27,1504,1424,153,101,6
724,125,32,1152,1126,339,81,2
542,176,59,795,1509,609,88,1
851,118,52,720,821,356,21,2
491,125,21,547,1327,82,91,1
1020,248,32,1273,1302,336,95,3
1339,298,52,759,1498,28,20,4
1195,95,34,1209,1646,74,42,3
1076,118,48,1697,1102,596,52,3
132,253,43,1443,1411,93,89,0
1354,165,34,558,434,225,56,4
1398,176,58,200,1537,78,71,5
701,118,48,425,1694,132,21,2
386,222,47,425,129,33,21,1
138,118,17,425,745,17,45,0
1561,176,40,865,1121,574,86,6
302,253,38,403,86,36,96,0
543,222,46,101,1665,67,82,1
400,285,51,615,1657,267,106,1
1083,118,45,834,1457,416,65,3
1294,176,44,425,740,173,69,4
1458,116,43,1474,1642,53,88,5
465,133,52,1132,492,222,21,1
1317,153,31,1103,1176,583,96,4
500,188,62,641,866,794,53,1
539,118,31,814,1186,281,81,1
121,253,42,484,352,7,21,0
534,2,42,1308,570,86,21,1
698,72,44,1370,98,56,128,2
1265,113,28,406,1240,393,118,4
308,133,47,1150,54,21,21,0
297,192,30,1453,1648,230,42,0
779,188,41,1219,1245,27,21,2
1231,221,47,1664,1669,433,84,4
58,197,45,1407,920,324,87,0
1071,120,39,280,844,211,88,3
1314,118,41,723,1661,917,64,4
190,178,53,1424,733,114,85,0
1440,176,48,1214,243,198,21,5
499,188,62,642,866,732,57,1
339,118,42,1341,72,803,54,0
942,79,37,1371,112,171,24,2
31,222,27,1503,1533,261,86,0
732,187,49,122,809,656,81,2
17,151,22,574,1297,35,79,0
743,292,13,1448,660,300,27,2
347,222,41,1239,1198,116,21,1
766,118,33,188,741,219,101,2
923,213,56,548,1314,156,35,2
594,222,43,1096,608,220,50,1
963,118,40,835,1269,569,60,3
1010,118,41,423,744,601,70,3
497,188,44,640,1431,290,91,1
305,121,39,56,845,184,92,0
1447,118,27,1342,12,109,21,5
602,81,28,1026,542,33,9,1
1513,118,46,425,1569,193,62,5
84,118,34,926,1096,448,54,0
1559,206,44,954,991,131,92,6
1174,203,40,128,1726,361,112,3
337,176,51,116,963,137,76,0
244,186,46,1083,55,236,21,0
1332,176,38,822,1115,338,89,4
370,222,24,1237,1508,246,106,1
859,147,57,616,950,191,56,2
1413,153,27,264,1164,232,86,5
614,184,47,1226,857,327,84,1
552,202,45,1417,873,96,95,1
1320,222,45,1502,702,11,21,4
661,158,30,1537,1471,167,98,1
1065,295,0,1213,1406,247,88,3
173,216,44,934,1046,344,35,0
1220,57,36,1024,1399,188,73,3
340,118,49,602,1720,868,76,0
1609,118,32,725,1559,256,47,6
629,188,39,661,1558,356,57,1
778,42,21,951,1055,144,72,2
1695,185,53,1525,1340,533,79,6
1623,133,23,665,730,182,105,6
603,179,44,793,1571,428,86,1
566,219,39,74,343,221,41,1
29,222,42,334,1385,191,111,0
852,118,44,712,1123,466,58,2
1168,222,43,788,951,320,87,3
1184,118,46,1087,1210,88,65,3
994,236,45,1708,1295,171,101,3
108,184,50,1533,1683,492,81,0
1093,190,52,779,1163,289,66,3
157,176,15,1172,1075,270,59,0
365,118,43,532,101,276,26,1
1223,2,26,157,1587,216,90,3
607,118,33,738,1095,110,59,1
1344,118,24,131,984,333,118,4
770,125,9,632,1175,85,78,2
792,118,42,421,813,614,61,2
905,157,26,515,1330,8,102,2
486,125,35,1185,1339,199,89,1
109,307,25,1259,466,180,44,0
906,294,54,675,26,19,46,2
1568,118,48,945,1309,463,53,6
124,292,47,425,77,63,21,0
19,106,37,737,1709,31,21,0
569,119,51,1205,5,35,10,1
771,95,34,1630,910,24,22,2
856,176,58,384,1321,536,90,2
1713,129,39,358,295,92,21,6
896,188,48,741,1093,418,77,2
14,176,33,1004,860,146,118,0
1601,222,46,385,1679,56,114,6
43,265,37,1631,1654,108,21,0
791,118,41,1340,813,585,79,2
1512,118,47,724,1569,135,50,5
1045,26,39,582,1105,323,71,3
246,188,34,568,1098,357,86,0
518,222,41,647,0,31,21,1
1605,118,24,1617,1610,525,92,6
921,0,39,1379,607,154,50,2
501,188,60,710,1671,706,77,1
1552,133,35,963,799,236,100,5
1353,284,24,1175,755,393,89,4
897,118,42,693,1093,459,62,2
1584,125,28,1596,1395,338,84,6
725,278,15,1295,941,206,84,2
922,118,40,1317,1267,426,62,2
1116,278,16,1173,906,572,79,3
13,176,43,761,919,365,86,0
1673,176,50,514,1441,521,79,6
104,213,22,1348,1333,249,31,0
1318,118,38,277,1540,154,93,4
727,213,41,1712,795,93,18,2
