MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime
1197,195,45,4462,3471,478,84
3826,119,46,7641,1858,1007,23
1333,355,42,1340,1434,2318,23
3491,385,51,1738,3149,147,84
1795,250,56,3059,1441,1723,23
5087,188,38,7243,4952,3840,95
2654,3,41,377,5355,1226,106
4913,4,35,6722,5408,1212,102
1886,373,32,3407,5871,749,79
1701,169,50,3912,3818,2533,117
4147,29,47,4189,6156,2742,133
3248,177,61,7041,1504,3653,44
772,36,46,1120,3676,3808,91
2579,382,50,6296,6110,1160,129
5708,240,60,481,4979,3377,155
5699,114,53,904,4047,1428,117
973,247,60,1810,2143,1900,48
1308,299,43,2784,2183,716,192
5046,208,48,5109,4185,3473,100
1721,394,39,897,3750,918,91
2008,250,49,4323,1304,1139,27
1849,385,62,6613,1743,4088,59
1242,18,35,6996,4874,403,87
5220,385,65,1152,1307,1108,79
3047,452,30,308,5932,3282,102
4795,17,42,251,4032,3409,94
2903,195,48,4207,4602,2664,98
2825,111,69,6303,2043,1079,23
4819,29,43,1022,4868,1926,97
956,222,68,858,6264,4128,59
3562,443,28,7412,5172,1385,91
2401,371,30,1433,5128,564,88
5338,109,62,5381,1525,2568,22
1529,295,65,141,1522,3843,59
3091,240,69,6611,2195,3332,50
3799,189,46,4058,3400,3027,76
3163,29,49,1520,4977,3996,134
4238,187,68,2441,830,1392,89
1548,192,60,84,615,1156,61
2686,342,51,4869,2946,44,95
3197,166,48,6575,5242,395,102
1900,46,48,125,5832,1066,108
1449,32,41,4064,3326,1031,88
1636,109,50,684,1489,3805,24
871,247,43,5412,5234,408,105
345,250,52,2958,1893,2477,59
1737,109,64,4043,1352,490,24
4849,85,52,1989,1524,1347,44
2858,29,36,2138,4587,2462,96
4541,187,47,5022,3997,1302,93
5102,454,28,997,1218,2215,43
543,386,62,1761,1760,2708,59
1019,264,62,2942,4157,666,72
2969,264,71,2078,1092,1283,23
380,385,40,1398,3707,331,78
309,177,52,502,1842,2626,35
1047,371,50,790,2689,97,93
4365,110,49,3204,1404,335,21
5200,54,47,1311,5733,1696,99
3850,5,43,894,2296,3659,20
2080,452,65,1402,1075,91,59
4084,109,70,4165,1534,570,117
1274,281,62,756,2104,1694,200
4266,3,23,3374,2655,3691,94
972,15,59,2975,1443,3429,51
1306,344,50,2886,2255,786,29
5002,43,45,4092,2948,1996,90
1921,356,59,939,1801,489,41
4604,257,63,7123,2051,1585,59
5474,189,39,4627,2913,1070,91
2933,356,59,2111,2541,891,127
2388,209,65,3958,1402,2359,74
4796,17,42,914,4031,2316,96
5374,109,67,7142,1513,1246,23
3365,364,44,4626,3769,855,84
2878,163,59,59,6182,3982,121
1133,362,63,6509,158,1883,44
361,195,63,1183,2238,439,49
3109,360,40,635,228,1664,42
4199,36,41,1068,2454,876,87
3423,295,53,7215,324,1822,42
3782,247,55,782,541,1247,49
5796,17,59,7690,6133,2443,110
5580,109,56,3405,975,3137,185
1736,189,55,1509,3301,2680,115
4758,77,54,6606,3110,3338,103
5245,297,48,4810,2030,2233,188
2135,5,46,4270,4155,2604,122
2279,138,63,6590,1848,2969,23
4175,108,67,5573,1000,775,12
5174,295,65,3367,2292,4029,228
3151,112,56,4795,2369,1774,21
1136,120,40,6839,5485,2059,84
5802,34,44,1634,2426,1388,89
1402,279,74,5178,6207,1860,82
1919,29,30,6535,4043,4120,95
3725,45,51,6265,4187,3368,135
738,111,56,4234,873,2668,24
1278,88,55,7472,4742,416,97
2990,342,59,1527,2042,606,59
2568,295,55,5902,1572,1232,194
3060,250,50,4746,1444,2261,226
3519,39,67,5608,2313,614,79
2770,240,40,7155,4296,3880,90
2803,342,76,5704,1684,3294,23
4891,0,32,1719,4367,1898,91
1815,481,29,3211,5252,3045,88
3315,121,54,1382,4633,559,97
4350,45,46,3913,4110,120,105
1600,195,45,4769,4094,3164,89
3858,26,30,334,4826,3935,89
4578,231,51,3303,4314,673,100
5610,166,50,1978,5583,1879,117
1051,443,41,255,4560,1566,85
5229,5,48,1506,6112,1259,112
4693,171,50,2299,2702,461,113
2529,137,60,1158,4304,1888,80
397,195,42,7638,5674,3498,105
1205,385,57,7015,1753,879,69
3847,5,52,5635,1906,2884,20
910,45,39,2658,3476,473,109
532,19,57,3326,6017,24,161
587,128,29,1106,1910,360,10
2025,355,55,4061,1831,481,44
590,295,53,1887,6725,1454,91
3010,177,60,4841,1520,1464,28
508,265,58,2032,872,2112,23
4769,432,46,3150,4598,4016,101
5114,295,55,4309,116,3716,180
3074,385,44,3265,2128,1446,69
2749,263,32,5780,5921,3110,88
4357,246,60,3973,1793,1574,55
3770,201,45,497,4134,3660,89
1570,385,62,3761,1053,602,29
4463,231,65,4630,2000,2688,69
4652,252,67,376,451,1436,59
2666,120,39,674,2873,3663,87
4823,187,52,1107,1247,2825,29
2917,264,61,364,6708,2802,89
5298,177,52,6153,6057,856,89
2033,195,41,6280,5300,2578,124
4142,342,39,368,3786,3737,119
467,295,52,6670,5730,949,90
1091,454,72,6202,501,3854,39
4754,264,66,7705,1130,2747,29
1679,166,52,2446,4655,4009,109
4945,58,22,4186,5504,1610,85
949,385,57,4864,2503,804,79
2265,143,73,3145,144,3920,6
3235,177,44,7004,704,2420,204
1959,120,55,6739,1356,975,23
1438,112,56,1630,807,4055,23
4685,222,42,7390,3794,2537,119
846,385,30,4658,6320,1847,119
3152,137,67,331,241,3777,23
2469,66,44,5633,3967,2786,138
2658,17,60,1430,6279,2726,101
3528,357,60,680,903,3058,69
2433,374,31,7584,3355,2069,92
931,7,48,133,5703,158,107
5595,128,61,682,522,3909,22
4975,13,38,2310,3372,2248,100
5253,144,48,6792,6324,839,85
674,120,51,1409,5505,3739,89
4002,38,45,573,5727,3248,84
5617,405,51,3846,1763,1850,29
5369,295,56,4119,114,1716,23
4630,19,48,1807,6220,3754,106
3217,247,68,2692,832,913,59
3209,128,66,686,918,484,23
5362,23,44,3184,5528,1896,99
3684,187,52,1180,3028,98,96
5334,382,57,1327,1300,2627,42
1661,394,54,1902,924,1518,59
1118,195,50,406,4488,1986,91
4064,385,38,971,5673,233,90
3973,385,54,730,3970,238,95
1416,394,59,6995,1432,2696,49
2245,128,57,283,3823,1781,118
5713,5,37,6627,667,1788,59
3627,231,33,1238,3144,3832,108
5444,239,54,2095,2257,638,59
1209,231,57,1407,927,1961,59
1592,109,64,6302,1012,13,21
2116,250,52,6914,2186,2258,59
500,264,41,2029,2929,3686,93
3172,187,69,725,4611,2896,139
4124,394,55,1422,3898,498,134
5448,141,51,2281,5985,684,71
3460,394,28,5455,3160,1277,89
2721,385,57,3937,4419,2703,117
1611,187,35,630,5095,3402,96
2271,393,46,3155,5819,3764,89
4107,380,71,1054,1193,1334,74
1530,383,31,663,3371,1124,84
3913,76,36,1923,3570,888,101
4385,187,61,5036,1982,3769,34
2671,68,43,495,5167,3722,82
2413,350,45,4387,3881,1380,83
3038,231,50,1586,3174,2825,101
1958,128,69,1477,2108,3689,23
3719,187,56,2132,2502,372,88
2037,342,55,974,4596,501,104
4198,4,48,7422,4654,3875,104
4236,29,28,606,4948,1312,84
1607,187,42,4831,2999,3855,94
5686,180,42,3164,3897,2965,95
4248,177,28,3328,4913,3719,96
5668,401,60,4788,765,2171,29
5510,29,39,7143,5961,1349,98
3078,454,38,4753,2089,2849,49
5052,107,60,2081,1911,3924,10
4265,3,24,3373,2656,1089,94
4637,281,57,3092,4158,3197,89
1644,213,67,96,829,76,69
2237,388,38,5726,3054,1666,85
1694,342,48,5388,4282,1758,129
3276,129,45,1713,5786,3815,91
2804,109,56,703,1882,2828,22
796,5,53,5296,684,137,44
4444,109,50,6691,173,3965,22
5412,222,55,2712,923,3437,29
3935,371,30,7363,6170,3755,84
3413,45,60,86,1391,7,59
2419,247,39,832,4140,755,94
775,177,46,5208,2793,1823,87
2170,6,53,7100,2173,1549,99
4420,378,52,4985,1774,1148,55
4930,295,57,6582,859,3085,216
4753,177,38,5061,1110,3674,29
1250,195,72,6830,1474,1624,29
4019,172,55,6545,5281,3520,130
1230,187,66,7477,1442,3005,39
2918,338,68,4302,1905,3349,54
3778,187,55,7568,2500,2638,113
3486,454,58,3816,1709,2588,32
715,177,62,57,888,2039,25
1519,19,35,6527,5470,2133,157
3011,120,47,3520,579,710,23
4680,215,31,95,6496,1098,128
2817,141,52,928,439,638,21
1404,222,47,220,5397,1151,95
4589,342,62,5141,5072,229,124
3890,231,64,5728,2307,550,44
3256,438,33,1337,5126,2036,87
2725,109,57,4016,523,1018,23
5069,454,54,993,0,1343,23
1637,109,56,1381,1603,1649,23
375,198,54,1626,687,2813,44
4739,136,61,3951,5073,1457,93
4035,232,64,4611,2014,2414,34
2019,374,36,1809,5208,4089,116
3422,297,54,3795,630,2931,158
3476,438,49,4501,6678,4041,74
695,120,68,2452,1170,3641,23
2107,315,71,1082,599,3497,49
336,297,66,2054,2725,2179,99
968,356,62,1677,2371,2109,29
497,109,61,100,1949,787,25
5356,143,68,5769,865,2206,23
502,264,37,1546,2914,770,85
3815,177,56,3213,1162,2648,26
1949,374,40,5166,5099,1580,96
4457,264,51,5070,1266,704,213
1976,110,56,617,453,3587,21
3117,385,48,3535,6886,36,119
599,264,58,4122,6794,1174,109
4825,375,56,124,203,1739,23
4616,381,67,6544,1732,2446,236
953,236,41,7461,4524,719,89
2050,114,53,5725,360,4119,23
476,481,42,473,6027,3819,119
4196,311,56,1801,3890,3096,112
3670,296,54,5402,3057,3445,99
2836,166,49,4779,5411,3324,97
5766,202,36,7297,5230,2767,101
4705,29,36,336,3262,901,107
5086,188,45,2844,4953,1561,100
1586,109,47,3250,808,1826,23
5521,166,51,6287,3678,3591,105
4987,177,59,2391,160,1910,29
1796,177,58,4676,1136,1785,23
2423,195,65,4457,1397,2072,69
1315,311,61,3126,6428,3356,105
1684,247,66,5235,1507,1979,59
1542,264,65,3097,312,254,49
487,247,54,7247,147,587,44
5442,109,53,5708,1929,925,24
3791,120,22,625,5349,1418,88
1110,264,46,2632,0,731,23
1629,342,53,3186,1325,1622,114
2238,107,68,3194,28,3715,23
790,129,52,3646,184,2595,21
2995,177,59,6523,2273,699,29
5777,188,41,5927,799,188,23
4286,342,68,1958,1223,2397,23
5470,394,56,408,149,320,51
1692,85,67,5746,98,2473,260
3776,309,64,4041,55,3081,23
4799,281,69,21,337,427,59
5030,166,45,6383,5982,3236,90
4294,342,70,5711,1224,917,23
2643,374,43,6169,3615,361,105
2216,188,44,6434,498,3503,29
2400,295,58,3443,2133,2279,51
847,109,60,3753,6006,223,75
4962,76,40,815,4983,772,91
5111,355,55,1123,1286,268,41
4292,364,66,5634,2038,585,34
4922,181,65,7268,79,3166,23
3259,195,70,5919,737,3651,57
2943,187,52,71,3562,526,89
5071,184,52,2094,5050,1714,92
5702,342,57,3988,3518,3427,111
2302,284,64,6780,1140,2314,51
4617,109,47,2204,2194,2190,10
2263,114,63,106,1208,735,22
4727,452,38,7468,3968,2003,100
517,245,47,1119,5726,1376,150
1918,128,58,3564,982,1729,23
4435,177,42,985,5396,1383,100
4724,247,53,7043,510,1309,44
1688,250,57,5920,204,1434,23
3909,209,41,5950,5229,1240,85
2779,382,47,729,2149,2346,45
3190,342,36,1157,4460,784,104
3958,481,34,3756,4325,2879,99
3306,238,47,654,5625,299,88
3414,342,46,636,5004,1665,103
975,385,63,312,1191,979,34
1946,177,37,3531,2489,3034,80
2435,239,54,604,2266,1674,51
1388,112,57,2131,2375,531,22
3906,45,50,464,5149,3397,106
936,380,48,727,168,1317,52
2325,342,44,2851,470,3491,137
4164,247,37,6334,3984,1021,94
526,85,47,2472,5141,2331,91
1623,394,56,1834,694,2176,51
4098,264,62,1021,1564,1552,37
5682,282,54,3924,1799,2470,203
2724,240,46,7710,1229,3638,46
2021,355,47,1013,272,2730,59
4105,36,37,3011,2798,4101,88
2593,403,49,2045,3253,842,121
3330,195,39,6414,1820,2124,29
4066,29,46,6518,384,1467,42
970,128,55,545,1930,1209,24
4965,187,46,1725,5054,3489,97
3662,120,40,1673,6563,1463,75
5125,48,21,5740,5462,3800,104
1497,247,58,1584,1889,1005,42
764,22,61,4683,1349,516,74
331,36,36,7127,5776,2553,89
2041,187,36,906,4900,2389,64
4718,177,48,7233,1777,1367,23
4882,284,55,6024,6497,1402,113
2002,177,58,2457,1082,1020,23
2832,385,40,3163,5451,19,106
942,438,48,4237,519,2052,23
4622,29,52,652,5342,208,91
2212,110,60,5181,1228,1064,23
4487,177,39,6910,2988,2640,107
741,114,56,4135,2125,1129,22
5718,188,75,5640,2265,1410,29
3119,342,56,565,2819,3062,160
1941,359,41,4712,5417,3098,109
2509,231,48,6915,5093,3571,112
5434,247,64,6194,2687,1328,127
5257,364,70,6604,1342,494,59
3896,356,43,5523,6174,151,101
1666,4,43,5968,3181,3209,91
3034,240,45,1000,5352,3124,110
478,247,49,4030,2360,630,59
4971,120,58,7737,1705,70,23
4453,240,62,6366,1481,2221,59
2975,261,52,197,1731,376,59
555,66,10,1212,4006,2082,87
1690,4,36,299,3179,2826,109
377,170,41,1935,5621,3489,97
4465,213,60,256,2140,1203,59
1931,250,57,7374,1696,1465,40
3329,342,55,4925,5545,4006,89
3667,206,42,2854,4769,4072,94
5109,323,71,5793,1013,184,29
1288,264,66,3430,6511,1547,89
1758,120,64,6631,478,3805,24
3952,215,38,1458,1843,1407,29
5138,385,60,2461,5707,3734,142
1059,230,61,1322,960,3635,89
4636,383,57,582,5363,369,135
3712,342,65,2387,216,3119,35
4793,36,42,120,4126,636,96
3685,247,47,1717,2779,694,95
1023,177,35,7067,1604,976,23
2045,215,22,1796,5100,1839,76
4923,177,60,6932,2024,3308,24
544,187,55,1709,4580,3735,99
1006,29,47,7693,4279,2819,80
5008,20,32,1653,3954,1298,100
1237,164,51,6567,2646,2508,104
2846,385,52,7698,243,3120,44
4007,177,17,5437,964,3976,21
563,342,42,1423,4092,2155,120
840,241,47,7068,2865,2607,86
709,381,51,4042,4790,3882,105
4773,295,58,3771,1669,3666,202
5529,346,37,859,609,1424,44
2727,114,59,7359,1688,3994,23
1560,195,64,28,1330,1032,29
1733,213,63,7221,1312,1112,34
2758,301,58,1246,1287,689,183
4908,187,39,6035,4646,3229,85
4284,112,59,1001,6391,420,100
564,120,55,2158,546,950,22
324,177,53,7034,931,3352,23
2376,264,52,3078,30,2639,23
2221,290,52,4927,3361,3448,84
4901,136,56,6866,256,2396,23
2505,452,42,7308,5018,1726,90
2829,29,51,1026,5370,2181,116
3848,6,49,5145,344,324,20
5621,37,56,3525,2199,1759,44
3017,231,67,257,605,2944,15
2972,5,42,4056,5447,3890,103
2199,177,67,3529,1742,3695,29
5306,362,58,670,2181,575,44
690,213,68,3410,2355,803,44
3874,399,44,4853,1601,3846,25
3695,248,59,450,4894,3758,95
4833,177,52,2341,1783,4066,23
3643,239,40,4129,5722,3134,110
3497,385,56,2613,1754,4026,59
3260,177,47,1177,598,2547,25
437,120,52,7386,6836,346,85
2429,170,45,2544,4521,2278,90
634,477,61,4053,5199,29,14
2640,381,54,7059,3075,2941,81
1742,415,48,982,5200,93,97
2428,155,62,4153,6568,488,12
5575,342,42,310,6035,763,92
2189,109,56,1936,1959,3533,23
3828,113,41,1601,6585,2913,97
461,342,43,1782,4836,3599,89
4464,211,65,1426,899,614,69
5155,243,58,2087,5122,1656,94
2319,195,61,6208,919,196,28
5559,164,48,326,3126,1347,99
3205,342,53,1207,1227,2899,40
5647,394,37,266,5038,3896,91
403,202,37,2991,4924,3040,84
1354,481,36,1147,3206,1693,92
5736,128,69,7345,2040,2186,208
3620,263,46,4281,3521,3107,138
2571,378,57,6352,761,1343,44
1040,393,56,392,3701,2848,128
4287,109,58,6314,2346,896,22
4814,375,56,5582,2981,922,128
3746,342,56,108,3309,3372,85
983,187,60,452,2244,1874,43
2296,239,57,1691,706,3604,23
1000,195,55,2586,3460,2718,94
1065,17,35,6650,3702,1153,99
4406,152,53,62,1900,3102,10
5523,64,60,4033,1149,462,41
849,109,63,1365,6007,3954,109
3458,399,47,4988,1652,491,23
3664,383,45,3928,4801,3509,93
463,18,53,520,6068,445,107
4396,201,21,90,1328,3728,23
4076,34,48,2442,450,3440,59
5735,109,60,572,180,1623,23
2953,263,47,4282,3522,3726,120
1693,17,50,4418,1823,1179,29
2476,264,55,3898,1840,1617,46
2280,138,55,4593,2136,2300,23
3345,41,59,447,2072,2917,59
3281,231,42,4741,4831,2719,86
858,59,38,1014,2262,3818,45
1441,177,38,1665,3973,482,87
5348,127,59,5077,1106,1663,24
4375,120,56,6127,620,915,29
2048,247,47,587,422,2198,51
5759,385,55,3942,4048,1847,121
3087,324,69,539,1574,2170,23
2646,371,45,3823,2340,2502,29
1244,385,63,1779,1486,2012,44
3255,383,26,7415,3058,2071,89
4342,342,59,5748,1439,776,59
783,172,53,3990,4191,3881,122
2780,264,67,1033,6490,3179,83
2154,422,53,6145,1664,1157,69
5776,19,41,1225,790,94,26
4282,127,54,5929,2377,1036,21
3320,342,70,6729,2052,718,59
3411,177,47,1585,5084,1985,89
4270,240,49,2116,590,2021,35
4314,141,50,6836,6380,3331,73
3468,191,64,4619,725,2209,89
1100,177,23,1566,4484,3456,93
2014,231,61,7257,898,2549,59
1804,250,63,4334,1010,2204,94
5643,295,40,6391,3572,2195,82
976,342,33,5626,1818,2333,49
928,187,37,2763,2647,3993,111
774,247,50,5732,3770,1651,109
4058,215,27,3801,3728,3461,133
1271,374,37,1629,3456,671,83
5461,342,47,3205,5297,2903,103
5500,136,59,7171,6383,2060,89
5695,433,30,3536,6734,231,79
2497,394,45,4312,3874,2450,98
4619,195,51,2982,5712,1158,110
325,161,59,2469,4661,3207,107
3198,177,55,765,1502,2410,21
2845,263,38,5281,2474,1544,115
2353,385,58,3167,5354,2224,119
3723,385,58,1774,3520,221,161
3211,177,42,758,3080,3505,88
1729,169,53,6379,6036,1536,101
3578,395,65,3989,112,3258,44
2055,120,40,7237,5243,2039,84
3992,36,41,534,5650,2516,100
4527,424,59,1610,3281,3165,109
4407,109,46,1114,763,2539,29
522,109,60,665,1469,3145,23
1835,129,33,1224,3133,623,88
4187,438,44,7423,5941,2423,109
4933,295,41,5594,1500,889,46
5770,311,65,4990,5239,2911,117
4648,86,20,6820,4860,2874,77
2991,264,67,3297,562,1399,58
3656,391,48,4015,399,1044,23
4584,231,14,4401,2640,185,92
1831,295,55,3382,1090,3336,155
2366,187,39,7224,4009,2075,100
4050,284,60,4077,4763,3241,141
5758,130,52,1428,1630,2168,23
771,177,57,4335,2565,433,132
4072,130,54,6986,521,1796,24
1144,231,58,6756,1757,2178,59
2750,112,63,72,320,577,23
3359,264,53,7198,831,658,22
1751,187,67,7624,2327,706,64
4747,230,53,1816,310,580,23
1935,264,74,3413,561,1835,229
4313,357,61,801,1745,1169,59
596,311,63,7597,2281,130,23
4974,177,40,7447,3665,3052,97
4232,187,52,6948,6798,3405,113
2345,235,18,3847,4902,2316,85
1656,37,39,2669,403,877,43
2866,187,56,5918,4589,2926,142
2535,290,61,3445,954,2649,29
2899,479,43,7354,5672,199,103
2490,236,28,7645,2607,611,99
4741,177,43,3483,6537,3163,89
5423,438,49,6874,75,2323,47
2900,177,58,5597,1485,2216,29
5082,161,43,4732,4833,4075,94
669,371,40,1910,959,2530,31
2022,111,47,3800,1863,963,24
3682,457,43,4112,102,1797,54
1481,342,63,2380,4025,2643,118
2553,177,47,1095,3436,506,97
1509,303,59,352,4398,3103,88
5212,77,43,3643,1655,3766,29
1506,84,51,474,473,1506,39
1437,452,29,7322,5849,210,86
3630,366,52,50,1627,1034,217
2874,433,29,1741,3318,2176,98
512,128,65,3603,299,3020,14
4393,73,34,1670,3779,1676,90
3079,231,42,4782,2530,1011,99
716,336,37,3477,4812,304,38
5463,248,44,3849,4271,1163,110
2672,231,29,4266,6235,865,96
3849,6,41,2009,199,703,23
4355,109,50,19,1204,3337,24
5021,135,58,1034,1470,186,22
5694,375,37,5766,3084,3461,91
2273,311,58,6956,424,3474,207
5050,68,40,393,4330,1199,88
5182,467,53,6075,6578,2861,29
4664,456,66,7095,2130,3985,51
1790,264,70,4533,732,2968,62
5790,110,54,1441,1874,3943,23
3650,264,72,6266,2282,3574,46
797,164,42,757,6067,3467,103
5171,177,27,791,3463,618,89
5589,154,30,4673,341,1264,2
2759,295,61,6665,0,626,232
3138,385,53,3476,3442,1985,108
2373,177,52,3620,766,1707,29
472,169,38,2757,3209,1179,89
1516,109,58,5921,2354,2600,23
3886,399,50,7207,461,2646,23
2128,247,44,1905,524,1670,59
1653,187,47,2956,125,3636,29
4854,187,56,5357,5321,2700,122
3127,29,46,5614,4960,1789,138
932,454,42,3418,467,1470,37
3331,285,58,735,4444,967,84
613,443,32,1067,6096,1093,81
4244,264,53,3594,989,1811,110
1386,264,59,3578,575,3367,39
3141,189,58,1679,1423,356,23
4215,380,40,6905,6160,3297,95
4207,109,56,5198,2248,467,26
3563,121,48,2099,1925,1680,24
5652,177,46,1125,4093,3891,87
4155,195,26,385,4308,2545,138
1531,264,66,2050,5542,2791,107
1975,45,55,304,6134,2936,138
2815,129,66,5706,2353,2755,24
5496,443,26,136,6494,771,80
2468,112,59,4225,4634,2387,99
5073,295,61,3945,0,3277,191
3732,177,64,1730,343,1775,23
767,5,42,669,5567,1803,109
3412,250,32,7316,5705,540,105
328,109,48,7724,2154,2717,22
1642,438,31,7366,4955,1333,100
4536,195,38,4823,2540,2168,90
4537,387,41,1194,4782,4067,98
3897,187,45,2775,5273,3431,98
4992,245,54,3352,466,2512,230
2581,264,61,187,3056,1586,93
2046,117,55,1787,2372,2737,22
4782,311,61,6747,1271,633,51
5669,187,50,7732,4911,2461,93
4925,441,60,7286,3854,919,80
839,481,30,3540,2423,581,89
1503,111,53,7138,1436,3909,23
3178,187,50,963,4551,1177,87
1994,109,58,4624,5984,3535,118
1983,109,59,557,1185,1895,23
5131,114,55,6125,6855,2545,98
3606,250,68,3138,406,2310,40
4308,388,55,7750,3959,1051,108
1880,284,67,6687,738,2657,59
1302,219,57,1897,396,2806,59
2730,195,66,1255,797,2800,54
1241,109,57,7328,2025,2882,25
1376,36,42,6899,4286,2585,96
2129,394,38,7311,5495,2550,118
1038,342,51,5644,3876,1021,88
1113,19,43,6495,5110,3192,94
861,187,42,2717,3151,2714,93
3576,28,49,908,326,3986,43
4983,187,39,6317,4070,2376,82
1216,141,47,3324,2200,855,23
2676,112,55,1384,1946,1326,23
5403,4,45,7435,4935,2672,102
794,154,58,2430,1234,678,2
2760,443,36,5835,3974,2153,89
4498,247,49,2443,1422,466,44
4797,109,63,6163,2260,3183,21
398,206,42,7356,2517,992,91
2436,386,46,7169,769,3698,179
2275,311,61,2552,2105,2959,188
2125,299,58,7484,1747,1645,59
943,141,62,7747,2176,4056,23
1534,29,67,4456,507,971,44
2159,357,64,6612,1555,1266,23
2130,250,67,6803,961,2904,34
4564,323,45,3290,56,892,49
2137,15,37,4298,5668,1715,111
4941,177,56,4475,1086,1473,29
4830,152,51,2520,1678,3611,23
1194,195,41,6897,3470,58,103
4113,443,26,1259,5454,813,112
5013,355,31,1839,6149,2709,89
3482,231,59,4572,2084,1787,59
5038,297,47,6748,3205,831,71
1063,357,59,6517,904,535,69
1490,187,57,3526,2170,3745,42
1732,213,55,1737,1755,692,59
311,195,36,3792,3524,3230,98
4590,250,58,5091,992,3135,59
689,180,48,3794,5991,730,99
1937,394,48,3141,3286,1455,110
5385,153,43,6443,170,3595,24
4068,371,39,4931,2391,3038,165
3019,129,63,1830,1542,1722,24
5558,122,66,5550,724,456,23
3531,240,50,4283,485,3807,59
2118,0,42,3498,2548,2673,109
3782,247,40,945,2475,2744,102
4301,323,64,6861,2384,914,36
5555,399,60,1319,611,2245,23
2851,433,16,4580,3342,1298,81
2058,412,43,1251,5127,1596,101
1680,176,53,6591,2468,3642,122
4573,438,47,5234,3861,2099,121
1097,299,55,3101,1902,1214,196
5691,118,53,7709,2106,1166,23
3134,295,54,4789,2769,2026,93
2299,290,48,1988,1711,2608,123
2886,39,56,54,6203,3086,146
1705,471,58,5081,252,412,34
2063,226,55,3353,1847,2928,39
4048,295,55,1927,5013,1556,79
1914,38,38,6895,3511,3044,91
2915,342,50,3459,1004,1621,23
2289,318,68,4783,2016,3090,89
3303,231,34,230,3528,1638,101
4542,338,65,3796,1701,3568,38
1754,385,51,4680,4049,1120,128
1647,185,41,3241,3252,3682,88
4403,371,66,979,626,173,64
3032,43,54,3237,3581,584,111
4318,353,47,6892,2069,1412,39
5316,132,57,5713,855,2149,23
2704,132,61,7,1873,519,22
492,231,55,4467,1057,1546,46
5294,110,53,4267,1635,912,22
2174,227,36,3635,3972,2606,79
2967,390,32,4038,890,3831,47
2053,109,63,3623,1860,3898,24
418,231,58,4754,1142,3032,23
3870,299,52,362,4650,368,99
4576,177,43,3339,6104,1666,111
3234,340,68,687,1150,721,59
3985,231,38,7057,2605,3452,104
2492,109,59,7748,6379,3007,70
3769,218,57,1756,2747,3016,114
2498,247,64,457,994,3816,34
3203,454,36,6363,957,2163,42
529,63,58,1831,2142,4102,44
518,61,63,6091,2323,1051,59
1559,52,49,779,6142,2534,131
5549,264,46,4531,6586,3068,94
4571,130,62,6216,2202,3723,23
1321,119,54,2466,2523,2215,84
3112,177,50,6784,455,1894,34
3275,2,54,7483,5463,4021,150
3647,394,50,5858,5576,1480,150
937,29,29,6400,4141,4022,89
2746,109,64,1386,2193,3727,24
1349,433,51,2085,2405,418,113
5723,21,43,1661,5573,2996,100
926,318,59,2716,2961,3121,78
1703,469,59,5386,1597,763,35
2685,109,64,5528,1940,2806,29
4812,299,50,6036,224,4010,59
4888,456,20,2500,4861,655,81
5242,264,59,4623,4396,1818,97
3305,120,62,1572,6558,3912,102
1538,224,58,1035,792,91,59
2193,18,34,552,3497,2277,173
2247,120,38,7020,6826,2894,85
584,111,49,5158,6812,3061,73
1221,29,42,6595,2720,3022,97
4924,177,49,1971,4059,3460,84
3526,109,43,4962,1168,2074,22
340,342,51,4296,3539,2161,114
3737,66,45,861,3083,612,82
1995,132,60,3786,2367,1880,23
2399,0,18,3504,5482,1074,81
4514,0,30,5413,2861,4089,84
368,342,57,7740,3757,1529,114
3268,122,49,1418,4261,3992,105
4325,357,67,7707,2330,579,69
1142,323,65,4203,1634,2663,233
748,180,55,747,356,1371,49
3167,20,39,986,1859,3867,23
2003,385,63,2418,1416,3838,69
5252,245,20,237,3156,165,86
5261,383,44,7052,5630,1661,95
814,342,48,1005,3048,2825,108
5757,362,73,5863,2331,3762,23
4538,164,57,6348,2486,3841,99
1180,342,42,177,2688,2946,113
4047,110,55,5998,1154,781,23
3542,17,48,3388,6788,759,83
3263,68,62,772,2719,1995,167
821,152,66,2494,165,778,6
994,36,28,163,4481,2580,97
3189,39,62,2498,2543,33,27
1055,36,46,6921,6144,2138,106
5003,122,46,4974,1602,3565,25
5007,371,41,1234,4487,3144,101
4115,42,57,532,3697,2872,104
2389,385,62,31,1164,3240,59
3278,177,70,6815,2174,2651,50
507,172,49,164,2895,3114,99
1293,342,56,3513,1060,2094,29
2042,187,65,3897,2097,2304,22
5768,28,46,6446,1460,3135,59
5505,355,40,150,1236,145,23
528,29,47,301,4004,1006,126
1210,187,64,7318,5296,1243,97
3502,195,48,7172,3693,3888,97
3527,195,64,5004,2002,1044,34
2854,362,51,6779,683,542,49
4293,281,59,4847,6347,505,95
5077,342,54,165,1531,1563,44
5644,381,56,4643,2299,521,31
2354,164,58,3429,99,218,169
5574,195,56,26,2076,3472,69
4555,143,45,5891,2056,3494,29
3271,223,51,1550,6753,1230,53
4886,143,59,343,6565,3363,26
1364,109,55,6213,145,2954,21
3395,394,52,1829,5888,1330,125
5400,435,40,7728,5418,3953,95
4895,462,50,5066,950,3604,24
333,261,54,1077,612,1327,45
