MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,primera_letra
Lenox Hill,"
Documentary            ",8.7,"
An intimate look at the lives of four doctors - two brain surgeons, an emergency room physician, and a Chief Resident OBGYN - as they navigate the highs and lows of working at the renowned Lenox Hill Hospital in New York City.","
            
    Stars:
John Boockvar, 
David Langer, 
Amanda Little-Richardson, 
Mirtha Macri
",2044,24.0,L
Lazzaro felice,"
Drama, Fantasy, Mystery            ",7.5,"
An unceasingly kind Italian peasant and his family are blatantly exploited by a tobacco baroness.","
    Director:
Alice Rohrwacher
| 
    Stars:
Adriano Tardiolo, 
Agnese Graziani, 
Alba Rohrwacher, 
Luca Chikovani
",16536,128.0,L
Hwayugi,"
Comedy, Fantasy, Horror            ",8.1,"
In 2017, Son Oh Gong and Ma Wang are in conflict with each other and they look for a true light in a dark world where evils exists everywhere.","
            
    Stars:
Lee Seung-gi, 
Seung-Won Cha, 
Yeon-Seo Oh, 
Hong-ki Lee
",3664,75.0,H
Monsoon,"
Drama, History, Romance            ",6,"
Kit, a British man of Vietnamese heritage, returns to Saigon for the first time in over 30 years after leaving the country with his parents, when he was six years old, at the end of the Vietnam War.","
    Director:
Hong Khaou
| 
    Stars:
Henry Golding, 
William Do, 
David Tran, 
Lam Anh Dao
",1621,85.0,M
La noche de 12 años,"
Biography, Crime, Drama            ",7.5,"
1973. Uruguay is governed by a military dictatorship. One autumn night, three Tupamaro prisoners are taken from their jail cells in a secret military operation. The order is precise: ""As we...                See full summary »
","
    Director:
Álvaro Brechner
| 
    Stars:
Antonio de la Torre, 
Chino Darín, 
Alfonso Tort, 
César Troncoso
",9150,122.0,L
Luna Nera,"
Drama, Fantasy, Thriller            ",5.6,"
A group of women are suspected of witchcraft in 17th century Italy.","
            
    Stars:
Antonia Fotaras, 
Giorgio Belli, 
Gloria Carovana, 
Giandomenico Cupaiuolo
",2533,43.0,L
Murder Mountain,"
Documentary, Crime            ",6.9,"
What happens when California dreaming becomes a nightmare? When people head to Humboldt County, California in search of quick riches in the form of marijuana.","
            
    Stars:
Billy Honsal, 
Braden Brawner, 
Mike Downey, 
John Gordon
",2771,43.0,M
Higurashi no naku koro ni,"
Animation, Drama, Horror            ",7.9,"
The story of a group of young friends and the mysterious events that occur in the rural village of Hinamizawa.","
            
    Stars:
Rebecca Forstadt, 
Megan Hollingshead, 
John Snyder, 
Sôichirô Hoshi
",5045,24.0,H
Mahouka koukou no rettousei,"
Animation, Action, Drama            ",7.2,"
Magic-- A century has passed since this concept has been recognized as a formal technology instead of the product of the occult or folklore. The season is spring and it is time for a brand ...                See full summary »
","
            
    Stars:
Yûichi Nakamura, 
Saori Hayami, 
Yumi Uchiyama, 
Kana Hanazawa
",2698,22.0,M
Life Unexpected,"
Drama            ",7.5,"
After 15 years in foster homes, Lux decides to get emancipated, which leads to her meeting her birth parents.","
            
    Stars:
Shiri Appleby, 
Kristoffer Polaha, 
Britt Robertson, 
Kerr Smith
",14088,60.0,L
Jeffrey Epstein: Filthy Rich,"
Documentary, Crime            ",7.1,"
Survivors worldwide reveal the manipulation, abuse and emotional scars suffered at the hands of wealthy convicted pedophile Jeffrey Epstein. Their stories expose a sex trafficking ring of powerful enablers leading up to his 2019 arrest.","
            
    Stars:
Michael Reiter, 
Annie Farmer, 
Shawna Rivera, 
Alan Dershowitz
",19935,227.0,J
Los favoritos de Midas,"
Crime, Drama, Thriller            ",6.6,"
Los Favoritos de Midas is based on the 1901 short story by Jack London. The six-part series follows Victor, a rich businessman, who is blackmailed in a strange way by a mysterious organization.","
            
    Stars:
Luis Tosar, 
Marta Belmonte, 
Guillermo Toledo, 
Carlos Blanco
",3498,316.0,L
Naui Nara,"
Action, Drama, History            ",8.3,"
Set during the end of the Goryeo period to the early Joseon period. Two friends aim their swords against one another due to differences in opinion about ""my country.""","
            
    Stars:
Yang Se-Jong, 
Woo Do-Hwan, 
Jang Hyuk, 
Seol-Hyun Kim
",1414,80.0,N
King Cobra,"
Crime, Drama            ",5.6,"
Veteran gay pornography producer Stephen battles two rival producers over the rights to his underage porn star creation, Brent Corrigan, with deadly results.","
    Director:
Justin Kelly
| 
    Stars:
Garrett Clayton, 
Christian Slater, 
Molly Ringwald, 
James Kelley
",8572,91.0,K
Kotaro Lives Alone,"
Drama            ",9.2,"
Shin Karino is an unpopular manga artist who spends his days meaningless in his apartment. One day, he meets his new neighbor, Kotaro Sato, a 5-year-old child who will be living alone. Shin...                See full summary »
","
            
    Stars:
Natsuki Deguchi, 
Eito Kawahara, 
Mahiru Konno, 
Rie Minemura
",62,24.0,K
Mirai no Mirai,"
Animation, Adventure, Drama            ",7,"
A young boy encounters a magical garden which enables him to travel through time and meet his relatives from different eras, with guidance by his younger sister from the future.","
    Director:
Mamoru Hosoda
| 
    Stars:
Rebecca Hall, 
Daniel Dae Kim, 
John Cho, 
Crispin Freeman
",13651,98.0,M
J'ai perdu mon corps,"
Animation, Drama, Fantasy            ",7.6,"
A story of Naoufel, a young man who is in love with Gabrielle. In another part of town, a severed hand escapes from a dissection lab, determined to find its body again.","
    Director:
Jérémy Clapin
| 
    Stars:
Hakim Faris, 
Victoire Du Bois, 
Patrick d'Assumçao, 
Alfonso Arfi
",28790,81.0,J
Little Britain,"
Comedy            ",7.6,"
Matt Lucas and David Walliams, the creators of this character-comedy sketch show, delight in all that is mad, bad, quirky and generally bonkers about the people and places of Britain.","
            
    Stars:
Matt Lucas, 
David Walliams, 
Tom Baker, 
Paul Putner
",22619,29.0,L
Love (ft. Marriage & Divorce),"
Drama, Romance            ",6,"
Everything comes unraveling for three successful women who work on a radio show as twists, turns and troubles plague their seemingly happy marriages.","
            
    Stars:
Sung Hoon, 
Lee Ga-Ryeong, 
Tae-gon Lee, 
Joo-mi Park
",224,70.0,L
Kidnapping Stella,"
Crime, Thriller            ",4.8,"
Snatched off the street and held for ransom, a bound and gagged woman uses her limited powers to derail her two masked abductors' carefully laid plans.","
    Director:
Thomas Sieben
| 
    Stars:
Max von der Groeben, 
Jella Haase, 
Clemens Schick, 
Jarrod Pistilli
",5487,89.0,K
Jungle Beat: The Movie,"
Animation, Adventure, Comedy            ",5.5,"
A homesick alien crash-lands his spaceship near the colorful African Jungle. His new animal friends need to get him back to his ship and teach him about friendship and fun before his Space-Conqueror father can take over the planet.","
    Director:
Brent Dawes
| 
    Stars:
David Menkin, 
David Rintoul, 
Gavin Peter, 
Florrie Wilkinson
",760,88.0,J
Last Breath,"
Documentary            ",7.7,"
A deep sea diver is stranded on the seabed with 5 minutes of oxygen and no hope of rescue. With access to amazing archive this is the story of one man's impossible fight for survival.","
    Directors:
Richard da Costa, 
Alex Parkinson
| 
    Stars:
Duncan Allcock, 
Duncan Allcock, 
Kjetil Ove Alvestad, 
Stuart Anderson
",4608,90.0,L
Hey Duggee,"
Animation, Family            ",8.9,"
Duggee looks after the Squirrels, who earn different badges on their adventures.","
            
    Stars:
Alexander Armstrong, 
Jasmine Bartholomew, 
Alfie Sanderson, 
Poppie Boyes
",881,7.0,H
Medical Police,"
Comedy            ",6,"
Two American physicians in São Paulo, Brazil, discover a civilization-threatening virus and are recruited as government agents in a race against time and around the world to find a cure and uncover a dark conspiracy.","
            
    Stars:
Erinn Hayes, 
Rob Huebel, 
Tom Wright, 
Sarayu Blue
",3755,242.0,M
Mahô shôjo Madoka magika: Puella Magi Madoka Magica,"
Animation, Drama, Fantasy            ",8.3,"
A creature named Kyubey offers Madoka and Sayaka a wish if they agree to become 'magical girls' and fight abstract beings called 'witches'. However, a magical girl named Homura is, for uncertain reasons, determined to stop this agreement.","
            
    Stars:
Aoi Yûki, 
Chiwa Saitô, 
Emiri Kato, 
Christine Marie Cabanos
",8089,24.0,M
Inrang,"
Action, Sci-Fi            ",6,"
Set in the distant future where both North and South Koreas agree to establish a joint government, which has been in preparation for a duration of 7 years, the plot focuses on political ...                See full summary »
","
    Director:
Jee-woon Kim
| 
    Stars:
Dong-won Gang, 
Han Hyo-joo, 
Jung Woo-sung, 
Yeri Han
",4572,139.0,I
Jui kuen II,"
Action, Comedy            ",7.6,"
A young martial artist is caught between respecting his pacifist father's wishes or stopping a group of disrespectful foreigners from stealing precious artifacts.","
    Directors:
Chia-Liang Liu, 
Jackie Chan
| 
    Stars:
Jackie Chan, 
Ho-Sung Pak, 
Lung Ti, 
Anita Mui
",44060,102.0,J
Neoneun Naeui Bom,"
Drama, Fantasy, Romance            ",7.6,"
A hotel concierge and a psychiatrist with traumatic childhoods form a heartfelt bond when they become entangled in a perplexing local murder case.","
            
    Stars:
Hyeon-jin Seo, 
Dong-wook Kim, 
Bak Yoon, 
Gyu-ri Nam
",53,70.0,N
Il legame,"
Drama, Horror, Thriller            ",4.7,"
While visiting her fiancé's mother in southern Italy, a woman must fight the mysterious and malevolent curse intent on claiming her daughter.","
    Director:
Domenico Emanuele de Feudis
| 
    Stars:
Riccardo Scamarcio, 
Mía Maestro, 
Giulia Patrignani, 
Mariella Lo Sardo
",3162,93.0,I
Masum,"
Crime, Drama, Mystery            ",8.4,"
Cevdet (Haluk Bilginer), a retired commissioner, and his wife retire on their pensions to live in peace on a rural farm. Their lives are destroyed by the sudden arrival of their son, who bears terrible news.","
            
    Stars:
Haluk Bilginer, 
Nur Sürer, 
Ali Atay, 
Okan Yalabik
",16763,60.0,M
Masameer County,"
Animation, Comedy, Drama            ",8.2,"
A humorous view on a changing Saudi, this season includes stories about a global media war, a long-standing tribal feud and a health craze gone too far.","
            
    Stars:
Ibrahim Al Hajjaj, 
Yousef Aldakheel, 
Abdulaziz Alshehri, 
Faris Godus
",1307,24.0,M
Heisei tanuki gassen ponpoko,"
Animation, Comedy, Drama            ",7.3,"
A community of magical shape-shifting raccoon dogs struggle to prevent their forest home from being destroyed by urban development.","
    Director:
Isao Takahata
| 
    Stars:
Shinchô Kokontei, 
Makoto Nonomura, 
Yuriko Ishida, 
Norihei Miki
",27073,119.0,H
Mandela,"
Comedy, Drama            ",8.5,"
A local barber's fate turns overnight when he becomes the single deciding vote in the village elections.","
    Director:
Madonne Ashwin
| 
    Stars:
Yogi Babu, 
Sheela Rajkumar, 
Sangili Murugan, 
G.M. Sundar
",4826,140.0,M
"My Teacher, My Obsession","
Drama, Thriller            ",4.4,"
Riley struggles to meet friends after transferring to a new high school where her father is an English teacher. When she meets Kyla, a fellow loner, they become close friends until Riley learns that Kyla is obsessed with her father.","
    Director:
Damián Romay
| 
    Stars:
Rusty Joiner, 
Lucy Loken, 
Laura Bilgeri, 
Jana Lee Hamblin
",2035,90.0,M
Ke zai ni xindi de mingzi,"
Drama, Romance            ",7.3,"
In 1987, as martial law ends in Taiwan, Jia-han and Birdy fall in love amid family pressure, homophobia and social stigma.","
    Director:
Kuang-Hui Liu
| 
    Stars:
Edward Chen, 
Jing-Hua Tseng, 
Leon Dai, 
Shih-Sian Wang
",4358,118.0,K
High Flying Bird,"
Drama, Sport            ",6.2,"
During a pro basketball lockout, a sports agent pitches a rookie basketball client on an intriguing and controversial business proposition.","
    Director:
Steven Soderbergh
| 
    Stars:
André Holland, 
Melvin Gregg, 
Eddie Tavares, 
Farah Bala
",8041,90.0,H
Jusqu'au déclin,"
Action, Thriller            ",5.9,"
A fatal accident at a remote survivalist training camp sends participants into a panic - and sets the stage for a chilling showdown.","
    Director:
Patrice Laliberté
| 
    Stars:
Guillaume Laurin, 
Marie-Evelyne Lessard, 
Réal Bossé, 
Marc Beaupré
",7835,83.0,J
I'll Be Home for Christmas,"
Drama, Family, Romance            ",6.1,"
Jackie Foster (Suvari), is a dynamic Assistant District Attorney and single mom. But when Jackie's estranged dad, Jack (Brolin), a gruff retired police officer, unexpectedly shows up at her door, they will be forced to confront old wounds.","
    Director:
James Brolin
| 
    Stars:
James Brolin, 
Mena Suvari, 
Giselle Eisenberg, 
John Reardon
",2150,84.0,I
Loco por ella,"
Comedy, Romance            ",6.6,"
After a magical night together, Adri voluntarily turns himself into the psychiatric institution where Carla lives.","
    Director:
Dani de la Orden
| 
    Stars:
Álvaro Cervantes, 
Susana Abaitua, 
Luis Zahera, 
Aixa Villagrán
",4651,102.0,L
Love Island Australia,"
Reality-TV            ",5.4,"
Love Island Australia is an Australian dating reality show based on the British series Love Island.","
            
    Stars:
Sophie Monk, 
Eoghan McDermott, 
Erin Barnett, 
Grant Crapp
",470,50.0,L
Heartthrob,"
Drama, Romance, Thriller            ",5.4,"
Shy Henry is overjoyed to fall into an unexpected romance with gorgeous and popular Samantha the summer after high school graduation. When Henry's love spirals into twisted obsession, Samantha pulls back.","
    Director:
Chris Sivertson
| 
    Stars:
Aubrey Peeples, 
Keir Gilchrist, 
Peter Facinelli, 
Jimmy Bennett
",2536,86.0,H
Middle School: The Worst Years of My Life,"
Animation, Comedy, Family            ",6.1,"
After his principal (Andy Daly) destroys his sketchbook, Rafe (Griffin Gluck) and his best friend Leo (Thomas Barbusca) decide to ""destroy his book"" and break every rule in the school's Code of Conduct.","
    Director:
Steve Carr
| 
    Stars:
Griffin Gluck, 
Lauren Graham, 
Alexa Nisenson, 
Andrew Daly
",8256,92.0,M
Kotetsujo no Kabaneri,"
Animation, Action, Adventure            ",7.2,"
A large group of survivors seek shelter while travelling on a train after their station was attacked by aggressive, undead creatures called Kabane.","
            
    Stars:
Robbie Daymond, 
Ben Diskin, 
Richard Epcar, 
Doug Erholtz
",4656,23.0,K
Mubeop Byeonhosa,"
Action, Drama, Thriller            ",7.6,"
A ""gangster lawyer"" who doesn't trust the law and feels free to use his fists. He takes advantage of loopholes in the law and boasts an excellent win rate. Other lawyers may consider the ...                See full summary »
","
            
    Stars:
Lee Joon-Gi, 
Seo Ye-Ji, 
Lee Hye-yeong, 
Min-su Choi
",1001,60.0,M
I.T.,"
Crime, Drama, Mystery            ",5.5,"
A millionaire has his life turned upside down after firing his I.T. consultant.","
    Director:
John Moore
| 
    Stars:
Pierce Brosnan, 
Jason Barry, 
Karen Moskow, 
Kai Ryssdal
",15373,95.0,I
Halo 4: Forward Unto Dawn,"
Action, Adventure, Family            ",6.9,"
UNSC Cadet Thomas Lasky must conquer his inner fears and join forces with super-soldier John-117 to take down a massive faction of the Covenant.","
            
    Stars:
Thom Green, 
Anna Popplewell, 
Enisha Brewster, 
Ayelet Zurer
",23691,100.0,H
Last Chance U,"
Documentary, Sport            ",8.4,"
Intense look inside the world of junior college football, chronicling the stories of players and coaches in the classroom and on the field.","
            
    Stars:
Ron Ollie, 
John III Franklin, 
Buddy Stephens, 
Brittany Wagner
",6416,55.0,L
Nailed It!,"
Reality-TV            ",7.4,"
Home bakers with a terrible track record take a crack at re- creating edible masterpieces for a $10,000 prize. It's part reality contest, part hot mess.","
            
    Stars:
Nicole Byer, 
Jacques Torres, 
Weston Bahr, 
Charity George
",4113,33.0,N
Little Einsteins,"
Animation, Adventure, Comedy            ",6.3,"
Four friends go on missions with their ever changing rocket ship. Every mission includes a classic song and a painting.","
            
    Stars:
David Jason, 
Aiden Pompey, 
Jesse Schwartz, 
Natalia Wojcik
",1501,24.0,L
Kuzu no honkai,"
Animation, Drama, Romance            ",6.8,"
A perfect couple struggles under a secret longing each has for someone else.","
            
    Stars:
Chika Anzai, 
Shintarô Asanuma, 
Greg Cote, 
Maggie Flecknoe
",1437,22.0,K
Mercy Black,"
Horror, Mystery, Thriller            ",4.9,"
A woman is sent to a mental institution after stabbing her classmate in an attempt to conjure an evil spirit called, Mercy Black. Fifteen years later she's released, and must save her nephew, who has become obsessed with the phenomenon.","
    Director:
Owen Egerton
| 
    Stars:
Daniella Pineda, 
Austin Amelio, 
Elle LaMont, 
Lee Eddy
",3110,88.0,M
Kekkai Sensen,"
Animation, Action, Adventure            ",7.3,"
In a city where the paranormal and ordinary co-exist, the Libra organization battles to ensure peace and order.","
            
    Stars:
Daisuke Sakaguchi, 
Kazuya Nakai, 
Aaron Dismuke, 
Phil Parsons
",1784,24.0,K
Murder Among the Mormons,"
Documentary, Crime, History            ",7,"
High-stakes exploits turn deadly - and shake a global church to its core - in the extraordinary true crime story.","
            
    Stars:
Dorie Hofmann Olds, 
Shannon Flynn, 
Brent Metcalfe, 
Richard Turley
",4914,160.0,M
Naboer,"
Horror, Mystery, Thriller            ",6.5,"
John has just been left by his girlfriend Ingrid. That day he allows himself to be seduced into a mystical and scary world, where it is impossible to separate truth from the lies","
    Directors:
Pål Sletaune, 
Tony Spataro
| 
    Stars:
Kristoffer Joner, 
Cecilie A. Mosli, 
Julia Schacht, 
Anna Bache-Wiig
",9475,75.0,N
Lust Stories,"
Drama, Romance            ",6.4,"
Four short films by four of India's biggest directors exploring love, sex and relationships in modern India.","
    Directors:
Zoya Akhtar, 
Dibakar Banerjee, 
Karan Johar, 
Anurag Kashyap
| 
    Stars:
Radhika Apte, 
Bhumi Pednekar, 
Kiara Advani, 
Vicky Kaushal
",10169,120.0,L
LBJ,"
Biography, Drama, History            ",6.5,"
Lyndon B. Johnson aligns himself with John F. Kennedy, rises to the Presidency, and deals with the civil rights struggles of the 1960s.","
    Director:
Rob Reiner
| 
    Stars:
Woody Harrelson, 
Michael Stahl-David, 
Richard Jenkins, 
Jennifer Jason Leigh
",6303,98.0,L
Ibeon Saengeun Cheoeumira,"
Comedy, Drama, Romance            ",8.1,"
Ji Ho is a single woman. She's a writing assistant of dramas. She's a strong and determined woman. Unfortunately, she has to leave her house and seeks other place to live. Her friends help her to find a roommate. That roommate is Se Hee.","
            
    Stars:
Lee Min-ki, 
Jung So-Min, 
Esom, 
Byeong-eun Park
",3166,70.0,I
Heaven Official's Blessing,"
Animation            ",8.4,"
Eight hundred years ago, Xie Lian was the Crown Prince of the Xian Le kingdom. He was loved by his citizens and was considered the darling of the world. He ascended to the Heavens at a ...                See full summary »
","
            
    Star:
Guangtao Jiang
",781,24.0,H
Life's Too Short,"
Comedy            ",7.5,"
The show centers on Warwick Davis in his day-to-day life, complete with the frustrations he faces.","
            
    Stars:
Warwick Davis, 
Ricky Gervais, 
Stephen Merchant, 
Rosamund Hanson
",14912,30.0,L
Joshua,"
Drama, Horror, Thriller            ",5.9,"
The arrival of a newborn girl causes the gradual disintegration of the Cairn family; particularly for 9-year-old Joshua (Kogan), an eccentric boy whose proper upbringing and refined tastes both take a sinister turn.","
    Director:
George Ratliff
| 
    Stars:
Sam Rockwell, 
Vera Farmiga, 
Jacob Kogan, 
Celia Weston
",12266,106.0,J
Haters Back Off!,"
Comedy, Drama, Family            ",6,"
The odd ball family life of Miranda Sings, an incredibly confident, totally untalented star on the rise who continues to fail upward by the power of her belief that she was born famous, it's just no one knows it yet.","
            
    Stars:
Colleen Ballinger, 
Angela Kinsey, 
Francesca Reale, 
Erik Stocklin
",6956,30.0,H
I Am a Killer,"
Documentary, Crime            ",7.4,"
Follows Death Row inmates, who tell the story of how they ended up there.","
            
    Stars:
Swaylee Loughnane, 
Reece Putinas, 
David Galea, 
Deandra Buchanan
",3524,52.0,I
Merlí,"
Comedy, Drama, Romance            ",8.6,"
TV series about a high school philosophy teacher, Merlí, who teaches in an original way, and about the students of his class, including his own son, and the relationship, friendship, love, and problems among the students of the class.","
            
    Stars:
Francesc Orella, 
Pere Ponce, 
Carlos Cuevas, 
Marta Marco
",7545,58.0,M
Le jeu,"
Comedy, Drama            ",6.8,"
3.5 couples meet for dinner party. The men have known each other for decades. During dinner they play a game of sharing texts, calls, e-mails etc. by placing all 7 cell phones on the table. Unexpected results as all have secrets.","
    Director:
Fred Cavayé
| 
    Stars:
Bérénice Bejo, 
Suzanne Clément, 
Stéphane De Groodt, 
Vincent Elbaz
",13364,90.0,L
Hitler's Circle of Evil,"
Documentary, Biography, History            ",8,"
This is the story of the rise and fall of the Third Reich told like the drama it really was: through the personal relationships of the movers and shakers of the Nazi Party.","
            
    Stars:
Jonathon Michaels, 
Alisdair Simpson, 
Guy Walters, 
Michael Lynch
",3579,52.0,H
Herushingu,"
Animation, Action, Fantasy            ",7.9,"
A British taskforce, lead by the daughter of the vampire hunter Prof. Van Helsing, battles the supernatural with the aid of two vampires.","
            
    Stars:
Jôji Nakata, 
Yoshiko Sakakibara, 
Fumiko Orikasa, 
Steven Brand
",15227,23.0,H
Kiss Me First,"
Drama, Mystery, Sci-Fi            ",6.3,"
A lonely video game addict new to the online world of Azana meets a confident party girl with a dark secret.","
            
    Stars:
Tallulah Haddon, 
Simona Brown, 
Matthew Beard, 
Freddie Stewart
",3645,46.0,K
Marfa Girl,"
Drama            ",5.2,"
A story centered on a directionless 16-year-old living in Marfa, Texas and his relationships with his girlfriend, his neighbor, his teacher, a newly arrived local artist, and a local Border Patrol officer.","
    Director:
Larry Clark
| 
    Stars:
Adam Mediano, 
Drake Burnette, 
Jeremy St. James, 
Mary Farley
",1561,105.0,M
Mindhorn,"
Comedy, Thriller            ",6.3,"
A has-been actor best known for playing the title character in the 1980s detective series ""Mindhorn"" must work with the police when a serial killer says that he will only speak with Detective Mindhorn, whom he believes to be a real person.","
    Director:
Sean Foley
| 
    Stars:
Julian Barratt, 
Simon Farnaby, 
Essie Davis, 
Steve Coogan
",11856,89.0,M
Much Loved,"
Drama            ",6.2,"
A group of women in Morocco make a living as prostitutes in a culture that is very unforgiving toward women in that profession.","
    Director:
Nabil Ayouch
| 
    Stars:
Loubna Abidar, 
Asmaa Lazrak, 
Halima Karaouane, 
Sara Elhamdi Elalaoui
",2535,104.0,M
Il processo,"
Crime            ",7,"
A group of characters is implicated in the murder of Angelica. They all walk on a razor's edge searching for the truth, waiting for a verdict, which will establish, in a way or another, a new course for their lives.","
            
    Stars:
Vittoria Puccini, 
Francesco Scianna, 
Camilla Filippi, 
Simone Colombari
",2545,52.0,I
Homemade,"
Drama            ",6,"
Confined at home as a consequence of the COVID-19 outbreak, filmmakers created personal, moving stories that capture our shared experience of life in quarantine.","
            
    Stars:
Christopher Abbott, 
Kumiko Kaur Chadha Berges, 
Cate Blanchett, 
Javier Cámara
",692,138.0,H
Keizersvrouwen,"
Crime, Drama            ",6.2,"
Xandra lives a safe life with her husband and daughter in Amsterdam. But Xandra aches for more excitement in her life. She is tempted to once again become involved with her old life when she's secretly offered a challenge.","
            
    Stars:
Karina Smulders, 
Susan Radder, 
Matteo van der Grijn, 
Kit Sheehan
",749,47.0,K
Jingle Jangle: A Christmas Journey,"
Family, Fantasy, Musical            ",6.5,"
An imaginary world comes to life in a holiday tale of an eccentric toymaker, his adventurous granddaughter, and a magical invention that has the power to change their lives forever.","
    Director:
David E. Talbert
| 
    Stars:
Forest Whitaker, 
Keegan-Michael Key, 
Hugh Bonneville, 
Anika Noni Rose
",16081,122.0,J
Mismatched,"
Comedy, Drama, Romance            ",5.5,"
The movie will be a romantic film featuring two people who are not right for each other. The story is about Prajakta's character who is a tech wizard and the guy who is interested in her.","
            
    Stars:
Prajakta Koli, 
Rohit Saraf, 
Muskkaan Jaferi, 
Devyani Shorey
",3261,30.0,M
L'ultimo paradiso,"
Drama, Romance            ",5.6,"
During the 1950s in ""Italy"", a free and enthusiastic spirit dreams of love, justice and a better life, until a forbidden relationship threatens all of her dreams - inspired by real events.","
    Director:
Rocco Ricciardulli
| 
    Stars:
Riccardo Scamarcio, 
Massi Furlan, 
Peter Arpesella, 
Gaia Bermani Amaral
",1007,107.0,L
Hataraku Saibou,"
Animation, Action, Comedy            ",7.6,"
One newcomer red blood cell just wants to do her job. Between bacteria incursions and meeting a certain white blood cell, she's got a lot to learn.","
            
    Stars:
Karen Strassman, 
Dorah Fine, 
Mamiko Noto, 
Morgan Berry
",1825,24.0,H
Lykke-Per,"
Drama            ",7.2,"
A gifted engineer flees his austere roots to pursue wealth and success among Copenhagen's elite, but the pride propelling him threatens to be his ruin.","
    Director:
Bille August
| 
    Stars:
Esben Smed, 
Katrine Greis-Rosenthal, 
Benjamin Kitter, 
Julie Christiansen
",5308,162.0,L
Isi & Ossi,"
Comedy, Romance            ",6.4,"
To realize their culinary and boxing dreams, the daughter of a billionaire forms a mutually beneficial alliance with the son of a struggling single mom.","
    Director:
Oliver Kienle
| 
    Stars:
Lisa Vicari, 
Darcy Rose Byrnes, 
Langston Uibel, 
Dennis Mojen
",7200,113.0,I
Lo spietato,"
Crime, Drama            ",6.1,"
A rebellious teenager grows up to become one of Milan's most ambitious criminals during the golden years of the 'ndrangheta' Mafia in the 1980s.","
    Director:
Renato De Maria
| 
    Stars:
Riccardo Scamarcio, 
Sara Serraiocco, 
Alessio Praticò, 
Alessandro Tedeschi
",5546,111.0,L
Les rivières pourpres,"
Crime, Mystery, Thriller            ",6.8,"
A bizarre series of murders, a stubborn investigator duo and a lot of bodies.","
            
    Stars:
Olivier Marchal, 
Erika Sainte, 
Claude Perron, 
Ken Duken
",1236,60.0,L
Misha and the Wolves,"
Drama            ",7.1,"
Misha and the Wolves is the dramatic tale of a woman whose holocaust memoir took the world by storm, but a fallout with her publisher - who turned detective - revealed an audacious deception created to hide a darker truth.","
    Director:
Sam Hobkinson
| 
    Star:
Misha Defonseca
",93,90.0,M
La Doña,"
Drama, Romance            ",6.8,"
Worlds collide and lives shatter when Altagracia, a powerful and elegant businesswoman, plots a twisted revenge while falling in love.","
            
    Stars:
Aracely Arámbula, 
José María Galeano, 
Andrea Martí, 
Leo Deluglio
",553,45.0,L
Kemono Jihen,"
Animation, Action, Fantasy            ",7.5,"
When a series of animal bodies that rot away after a single night begin appearing in a remote mountain village, Inugami, a detective from Tokyo who specializes in the occult, is called to ...                See full summary »
","
            
    Stars:
Natsumi Fujiwara, 
Natsuki Hanae, 
Ayumu Murase, 
Jun'ichi Suwabe
",922,24.0,K
Killer Inside: The Mind of Aaron Hernandez,"
Documentary, Crime, Sport            ",7.4,"
A three-part documentary series examining what led to the murderous fall and shocking death of former NFL superstar Aaron Hernandez.","
            
    Stars:
Kevin Armstrong, 
Dan Wetzel, 
Patrick Haggan, 
Stephen Ziogas
",14805,202.0,K
Human: The World Within,"
Documentary            ",6.8,"
Diverse personal stories from around the world reveal how lives, passions and goals are facilitated by the human body's various complex systems; narrator Jad Abumrad.","
            
    Star:
Jad Abumrad
",422,24.0,H
Have a Good Trip: Adventures in Psychedelics,"
Documentary, Comedy            ",6.8,"
Mixing comedy with a thorough investigation of psychedelics, 'Have a Good Trip' explores the pros, cons, science, history, future, pop cultural impact, and cosmic possibilities of hallucinogens.","
    Director:
Donick Cary
| 
    Stars:
Nick Offerman, 
Sting, 
ASAP Rocky, 
Bill Kreutzmann
",6753,85.0,H
Irul,"
Mystery, Thriller            ",5.8,"
When a car breakdown forces a couple to seek shelter in a nearby home, conversations with the stranger inside soon suggest there's a killer among them.","
    Director:
Naseef Yusuf Izuddin
| 
    Stars:
Fahadh Faasil, 
Soubin Shahir, 
Darshana Rajendran, 
Mashar Hamsa
",2627,91.0,I
L'immortel,"
Action, Crime, Drama            ",6.7,"
A retired mobster goes on a revenge spree after being left for dead with 22 bullets in his body by his former childhood friend.","
    Director:
Richard Berry
| 
    Stars:
Jean Reno, 
Kad Merad, 
Jean-Pierre Darroussin, 
Marina Foïs
",33510,117.0,L
Little Things,"
Comedy, Romance            ",8.3,"
A cohabiting couple in their 20s navigate the ups and downs of work, modern-day relationships and finding themselves in contemporary Bengaluru.","
            
    Stars:
Dhruv Sehgal, 
Mithila Palkar, 
Abhishek Bhalerao, 
Rishi Deshpande
",4958,16.0,L
Les affamés,"
Action, Adventure, Drama            ",5.8,"
In a small, remote village in northern Quebec, things have changed. Locals are not the same anymore - their bodies are breaking down and they have turned against their loved ones. A handful of survivors goes hiding in the woods, looking for others like them.","
    Director:
Robin Aubert
| 
    Stars:
Marc-André Grondin, 
Monia Chokri, 
Charlotte St-Martin, 
Micheline Lanctôt
",8625,104.0,L
