MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,primera_letra
Are You the One?,"
Reality-TV            ",6.5,"
Contestants stay for 10 weeks in a holiday destination to win $1 million and hopefully find love.","
            
    Stars:
Ryan Devlin, 
Terrence Jenkins, 
Lewis Belt, 
Tomas Buenos
",2061,41.0,A
Dogs of Berlin,"
Action, Crime, Drama            ",7.6,"
A politically sensitive murder forces two disparate detectives into a battle with the Berlin underworld and a confrontation with their own corruption.","
            
    Stars:
Felix Kramer, 
Fahri Yardim, 
Samy Abdel Fattah, 
Mohamed Issa
",11304,542.0,D
Dash & Lily,"
Comedy, Drama, Romance            ",7.5,"
A whirlwind holiday romance builds as cynical Dash and optimistic Lily trade dares, dreams and desires in the notebook they pass back and forth at locations all across New York City.","
            
    Stars:
Austin Abrams, 
Midori Francis, 
Dante Brown, 
Troy Iwata
",12908,24.0,D
Gyeongiroun Somun,"
Action, Fantasy, Horror            ",8.2,"
Noodle shop employees by day and demon hunters by night, the Counters use special abilities to chase down malevolent spirits that prey on humans.","
            
    Stars:
Byeong-gyu Jo, 
Joon-Sang Yoo, 
Se-Jeong Kim, 
Yeom Hye-ran
",3546,65.0,G
Cidade Invisível,"
Crime, Drama, Fantasy            ",7.4,"
An underground world is inhabited by mythical creatures evolved from a deep lineage of Brazilian folklore. One detective who finds himself caught in a murder investigation that puts him in the middle of a battle between these two worlds.","
            
    Stars:
Luísa Civita, 
Jéssica Córes, 
Samuel de Assis, 
Manuela Dieguez
",4641,60.0,C
Capitani,"
Crime, Drama, Mystery            ",6.6,"
In a Luxembourg village where everyone is keeping secrets, gruff police inspector Luc Capitani investigates the suspicious death of a 15-year-old girl.","
            
    Stars:
Luc Schiltz, 
Sophie Mousel, 
Claude De Demo, 
Joe Dennenwald
",3305,312.0,C
Fate/Zero,"
Animation, Action, Drama            ",8.3,"
Seven chosen mages and their summoned heroic spirits fight against each other to try and win the Holy Grail: a magical device that can grant any wish.","
            
    Stars:
Ayako Kawasumi, 
Kari Wahlgren, 
Sayaka Ôhara, 
Jôji Nakata
",11162,24.0,F
Gakuen mokushiroku: HIGHSCHOOL OF THE DEAD,"
Animation, Action, Drama            ",7.2,"
High school students are overwhelmed with the start of the zombie apocalypse.","
            
    Stars:
Jun'ichi Suwabe, 
Eri Kitamura, 
Nobuyuki Hiyama, 
Hitomi Harada
",11708,24.0,G
Dragons: Race to the Edge,"
Animation, Action, Adventure            ",8.3,"
Unlock the secrets of the Dragon Eye and come face to face with more dragons than anyone has ever imagined as Hiccup, Toothless and the Dragon Riders soar to the edge of adventure.","
            
    Stars:
Jay Baruchel, 
America Ferrera, 
Zack Pearlman, 
Christopher Mintz-Plasse
",5220,22.0,D
Dangerous Lies,"
Drama, Mystery, Thriller            ",5.3,"
When a wealthy elderly man dies and unexpectedly leaves his estate to his new caregiver, she's drawn into a web of deception and murder. If she's going to survive, she'll have to question everyone's motives - even the people she loves.","
    Director:
Michael M. Scott
| 
    Stars:
Nick Purcha, 
Carlos Joe Costa, 
Camila Mendes, 
Briana Skye
",15360,96.0,D
Damnation,"
Crime, Drama, Western            ",7.7,"
An epic saga about the secret history of the 1930s American heartland, centering on the mythic conflict and bloody struggle between big money and the downtrodden.","
            
    Stars:
Logan Marshall-Green, 
Killian Scott, 
Sarah Jones, 
Chasten Harmon
",7430,60.0,D
Bad Day for the Cut,"
Action, Crime, Drama            ",6.5,"
A middle-aged Irish farmer, who still lives at home with his mother, sets off on a mission of revenge when his mother is murdered.","
    Director:
Chris Baugh
| 
    Stars:
Nigel O'Neill, 
Susan Lynch, 
Józef Pawlowski, 
Stuart Graham
",7311,99.0,B
Bir Baskadir,"
Drama, Thriller            ",8.6,"
A group of unique characters from dramatically different socio-cultural backgrounds meeting in startling circumstances in the vibrant and colorful city of Istanbul, - some by chance and some by force of will.","
            
    Stars:
Öykü Karayel, 
Fatih Artman, 
Funda Eryigit, 
Defne Kayalar
",23472,49.0,B
Black Lagoon,"
Animation, Action, Adventure            ",8,"
A Japanese businessman, captured by modern-day pirates, is written off and left for dead by his company. Tired of the corporate life, he opts to stick with the mercenaries that kidnapped him, becoming part of their gang.","
            
    Stars:
Megumi Toyoguchi, 
Daisuke Namikawa, 
Maryke Hendrikse, 
Brad Swaile
",13031,25.0,B
Fast & Furious Spy Racers,"
Animation, Action, Crime            ",5.5,"
A team of teenage street racers are hired to infiltrate a criminal gang.","
            
    Stars:
Tyler Posey, 
Charlet Takahashi Chung, 
Jorge Diaz, 
Luke Youngblood
",1148,23.0,F
AJ and the Queen,"
Adventure, Comedy, Drama            ",7.5,"
Ruby Red, a down-on-her-luck drag queen traveling across America, develops an unlikely sidekick named AJ.","
            
    Stars:
RuPaul, 
Izzy G., 
Michael-Leon Wooley, 
Josh Segarra
",7137,52.0,A
Boiseu,"
Action, Crime, Mystery            ",7.7,"
Revolves around an emergency call center and the employees who attempt to fight crime using the limited information they get from the urgent calls they receive.","
            
    Stars:
Lee Hana, 
Eun-seo Son, 
Song Boo-gun, 
Kim Joong-Ki
",1496,60.0,B
A Prayer Before Dawn,"
Action, Biography, Crime            ",6.9,"
The true story of an English boxer incarcerated in one of Thailand's most notorious prisons as he fights in Muay Thai tournaments to earn his freedom.","
    Director:
Jean-Stéphane Sauvaire
| 
    Stars:
Joe Cole, 
Cherry Miko, 
Vithaya Pansringarm, 
Panya Yimmumphai
",21815,116.0,A
Go-Toubun no Hanayome,"
Animation, Comedy, Drama            ",7.6,"
A poor, straight A student is hired to tutor some rich quintuplets. The story is told as a flashback from a future that shows that he ends up getting married to one of them.","
            
    Stars:
Yoshitsugu Matsuoka, 
Kana Hanazawa, 
Ayana Taketatsu, 
Miku Itou
",2691,24.0,G
Badla,"
Crime, Drama, Mystery            ",7.8,"
A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.","
    Director:
Sujoy Ghosh
| 
    Stars:
Amitabh Bachchan, 
Taapsee Pannu, 
Amrita Singh, 
Antonio Aakeel
",24679,118.0,B
El practicante,"
Action, Adventure, Crime            ",5.6,"
Angel works in an ambulance service. After a tragic accident, his personal life begins to deteriorate as he becomes more and more suspicious of his partner Vane.","
    Director:
Carles Torras
| 
    Stars:
Mario Casas, 
Déborah François, 
Guillermo Pfening, 
Maria Rodríguez Soto
",10363,94.0,E
DC Super Hero Girls,"
Animation, Action, Adventure            ",7.1,"
Teenage versions of DC Comics superheroines both attend high school and fight crime to protect the citizens of Metropolis.","
            
    Stars:
Tara Strong, 
Nicole Sullivan, 
Myrna Velasco, 
Kimberly Brooks
",950,11.0,D
American Murder: The Family Next Door,"
Documentary, Crime            ",7.2,"
In 2018, 34-year-old Shanann Watts and her two young daughters disappear in Colorado. With the heartbreaking details emerging, the family's story made headlines around the world.","
    Director:
Jenny Popplewell
| 
    Stars:
Nickole Atkinson, 
Jim Benemann, 
Luke Epple, 
Mark Jamieson
",22404,83.0,A
Dear White People,"
Comedy, Drama            ",6.2,"
At a predominantly white Ivy League college, a group of black students navigate various forms of racial and other types of discrimination.","
            
    Stars:
Antoinette Robertson, 
Logan Browning, 
Brandon P Bell, 
DeRon Horton
",23061,30.0,D
Cloudy with a Chance of Meatballs 2,"
Animation, Adventure, Comedy            ",6.4,"
Flint Lockwood now works at The Live Corp Company for his idol Chester V. But he's forced to leave his post when he learns that his most infamous machine is still operational, and is churning out menacing food-animal hybrids.","
    Directors:
Cody Cameron, 
Kris Pearn
| 
    Stars:
Bill Hader, 
Anna Faris, 
Will Forte, 
Neil Patrick Harris
",94660,95.0,C
Gekijouban Violet Evergarden,"
Animation, Drama, Fantasy            ",8.5,"
After the aftermath of a war, a young girl who was used as a 'tool' for war learned to live. With the scars of burns, she goes back to her past to feel the true feelings of the Major's, ""I love you.""","
    Director:
Taichi Ishidate
| 
    Stars:
Yui Ishikawa, 
Daisuke Namikawa, 
Takehito Koyasu, 
Hidenobu Kiuchi
",1755,140.0,G
Ascension,"
Drama, Sci-Fi            ",7.2,"
A young woman's murder causes the subjects of a century-long mission to populate a new world to question the true nature of the project as they approach the point of no return.","
            
    Stars:
Tricia Helfer, 
Gil Bellows, 
Brian Van Holt, 
Andrea Roth
",17926,231.0,A
Gumihodyeon,"
Fantasy, Horror, Romance            ",8,"
An urban dark fantasy drama about a gumiho who settles into the city and a producer who is after it.","
            
    Stars:
Lee Dong-Wook, 
Jo Bo-ah, 
Kim Bum, 
Kim Yong Ji
",2489,70.0,G
Brooklyn's Finest,"
Action, Crime, Drama            ",6.7,"
Three unconnected Brooklyn cops wind up at the same deadly location after enduring vastly different career paths.","
    Director:
Antoine Fuqua
| 
    Stars:
Richard Gere, 
Don Cheadle, 
Ethan Hawke, 
Wesley Snipes
",61994,132.0,B
Byeol-e-seo on geu-dae,"
Comedy, Drama, Fantasy            ",8.2,"
Do Min-Joon, an alien that came to our planet 400 years ago, will be able to return to his planet in 3 months, but when he meets famous actress Chun Song-Yi, all the centuries he spent distancing himself from humans come to an end.","
            
    Stars:
Jun Ji-hyun, 
Kim Soo-hyun, 
Park Hae-Jin, 
Yoo In-Na
",10146,60.0,B
Earthquake Bird,"
Crime, Drama, Mystery            ",5.9,"
An enigmatic translator with a dark past is brought in for questioning after an ex-pat friend, who came between her and her photographer boyfriend, ends up missing and presumed dead.","
    Director:
Wash Westmoreland
| 
    Stars:
Alicia Vikander, 
Kiki Sukezane, 
Kenichi Masuda, 
Chiaki Kawamo
",13305,107.0,E
Dorohedoro,"
Animation, Action, Comedy            ",8.2,"
In a sad town a clan of sorcerers use its people to experiment with the dark arts.","
            
    Stars:
Wataru Takagi, 
Reina Kondou, 
Ken'yû Horiuchi, 
Yoshimasa Hosoya
",6163,25.0,D
Freud,"
Crime, History, Thriller            ",6.5,"
Young Czech-Austrian psychoanalyst, Sigmund Freud, investigates a murder conspiracy in 1880's Vienna.","
            
    Stars:
Robert Finster, 
Ella Rumpf, 
Georg Friedrich, 
Christoph F. Krutzler
",10568,55.0,F
Goblin Slayer,"
Animation, Action, Adventure            ",7.5,"
In a fantasy world, a lone hero makes his living by exterminating all goblins he encounters. But one day he meets a friend, and his life begins to become more intense.","
            
    Stars:
Yuichiro Umehara, 
Yui Ogura, 
Hayden Daviau, 
Brad Hawkins
",5711,30.0,G
Gojira shingyura pointo,"
Animation, Action, Adventure            ",6.6,"
Brought together by a mysterious song, a grad student and an engineer lead the fight against an unimaginable force that may spell doom for the world.","
            
    Stars:
Cristina Valenzuela, 
Yume Miyamoto, 
Shoya Ishige, 
Yôhei Azakami
",1054,24.0,G
Creep 2,"
Crime, Drama, Horror            ",6.5,"
A video artist looking for work drives to a remote house in the forest to meet a man claiming to be a serial killer. But after agreeing to spend the day with him, she soon realizes that she made a deadly mistake.","
    Director:
Patrick Brice
| 
    Stars:
Karan Soni, 
Mark Duplass, 
Desiree Akhavan, 
Kyle Field
",21809,78.0,C
Bap Jal Sajuneun Yeppeun Nuna,"
Drama, Romance            ",8.1,"
Yoon Jin Ah is a woman in her mid-30s who doesn't know yet what it's like to date a man. She's been dumped by a man many times because of her clumsy, reckless and foolish behavior. And ...                See full summary »
","
            
    Stars:
Son Ye-jin, 
Jung Hae-In, 
Joo Min-Kyung, 
Kim Chang-wan
",4330,75.0,B
Avlu,"
Crime, Drama            ",7.2,"
A woman entering a prison trying to establish her own justice. These women who are forced to give up their freedom are struggling in Karakuyu against their own order and their own laws.","
            
    Stars:
Demet Evgar, 
Ceren Moray, 
Nursel Köse, 
Çagdas Onur Öztürk
",1377,120.0,A
Free Rein,"
Action, Adventure, Comedy            ",7.3,"
After befriending a mysterious horse during a summer in the English countryside, 15-year-old Zoe finds the strength to deal with issues she faces.","
            
    Stars:
Freddy Carter, 
Jaylen Barron, 
Manpreet Bambra, 
Celine Buckens
",1798,26.0,F
Geronimo: An American Legend,"
Drama, History, Western            ",6.5,"
The story of the Apache chief and his armed resistance to the U.S. Government's subjugation of his people.","
    Director:
Walter Hill
| 
    Stars:
Jason Patric, 
Gene Hackman, 
Robert Duvall, 
Wes Studi
",10096,115.0,G
Geunyeoui Sasaenghwal,"
Comedy, Romance            ",7.7,"
A romantic comedy about a talented gallery curator named Sung Duk Mi, who is an idol fan-girl underneath her professional veneer. Meanwhile, her boss Ryan becomes a passionate fan-boy of her.","
            
    Stars:
Ahn Bo-Hyun, 
Park Jin-Joo, 
Bo-ra Kim, 
Jung Je-Won
",2222,75.0,G
Animal Crackers,"
Animation, Adventure, Comedy            ",5.8,"
A family must use a magical box of Animal Crackers to save a run-down circus from being taken over by their evil uncle Horatio P. Huntington.","
    Directors:
Tony Bancroft, 
Scott Christian Sava, 
Jaime Maestro
| 
    Stars:
Emily Blunt, 
Danny DeVito, 
John Krasinski, 
Ian McKellen
",2881,105.0,A
Aunty Donna's Big Ol' House of Fun,"
Comedy            ",8,"
In their new sketch series, Aunty Donna's Big Ol' House of Fun take viewers along for an absurdist adventure through their everyday lives.","
            
    Stars:
Mark Samual Bonanno, 
Broden Kelly, 
Zachary Ruane, 
Scott Aukerman
",5312,20.0,A
Greenhouse Academy,"
Drama            ",6.9,"
Almost a year after their astronaut mother's tragic death, brother and sister Alex and Hayley Woods start to attend an elite boarding school for future leaders, but they soon realize that that everything is not as it seems.","
            
    Stars:
Ariel Mortman, 
Finn Roberts, 
Chris O'Neal, 
Dallas Hart
",5351,25.0,G
El baile de los 41,"
Biography, Drama, History            ",6.8,"
At the end of the 19th century, Ignacio de la Torre married the daughter of the president of Mexico, Porfirio Díaz. Ignacio leads a double life: he rises in the traditional world of politics while being a member of a clandestine society.","
    Director:
David Pablos
| 
    Stars:
Alfonso Herrera, 
Emiliano Zurita, 
Mabel Cadena, 
Fernando Becerril
",3017,99.0,E
Demain tout commence,"
Comedy, Drama            ",7.4,"
A bachelor enjoys his sweet life on the French Riviera until a one-night stand tells him, he's dad to Gloria and leaves her with him. He moves to London with Gloria. Mom turns up 8 years later.","
    Director:
Hugo Gélin
| 
    Stars:
Omar Sy, 
Clémence Poésy, 
Antoine Bertrand, 
Ashley Walters
",24703,118.0,D
Borgia,"
Biography, Drama, History            ",7.8,"
Story of the rise and the fall of the Renaissance dynasty.","
            
    Stars:
Mark Ryder, 
Isolda Dychauk, 
Diarmuid Noyes, 
John Doman
",6257,52.0,B
Dangshini Jamdeun Saie,"
Comedy, Drama, Fantasy            ",8.4,"
The drama is about a woman, Nam Hong Joo, who can see accidents that take place in the future through her dreams. And a prosecutor, Jung Jae Chan, who struggles to stop the woman's dreams from coming true.","
            
    Stars:
Bae Suzy, 
Lee Jong-Suk, 
Jung Hae-In, 
Lee Sang-Yeob
",5066,30.0,D
Extremely Loud & Incredibly Close,"
Adventure, Drama, Mystery            ",6.9,"
A nine-year-old amateur inventor, Francophile, and pacifist searches New York City for the lock that matches a mysterious key left behind by his father, who died in the World Trade Center on September 11, 2001.","
    Director:
Stephen Daldry
| 
    Stars:
Thomas Horn, 
Tom Hanks, 
Sandra Bullock, 
Max von Sydow
",99165,129.0,E
El dragón,"
Action, Adventure, Drama            ",7,"
After the murder of his parents when he was a little kid, Mexican Miguel Garza is sent away to Japan. 20 years later, he has to go back to his home country as the new heir of his family's cartel.","
            
    Stars:
Sebastián Rulli, 
Renata Notni, 
Manuel Balbi, 
Cassandra Sanchez Navarro
",1611,45.0,E
Ajeeb Daastaans,"
Drama, Romance            ",6.7,"
Four shorts explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.","
    Directors:
Neeraj Ghaywan, 
Kayoze Irani, 
Shashank Khaitan, 
Raj Mehta
| 
    Stars:
Fatima Sana Shaikh, 
Jaideep Ahlawat, 
Nushrat Bharucha, 
Abhishek Banerjee
",4649,142.0,A
Fatma,"
Crime, Drama, Thriller            ",7.5,"
As Fatma sets out to search for Zafer, she commits an unexpected murder and she has to keep killing in order to survive.","
            
    Stars:
Burcu Biricik, 
Mehmet Yilmaz Ak, 
Sehsuvar Aktas, 
Hazal Türesan
",6618,40.0,F
Get Rich or Die Tryin',"
Biography, Crime, Drama            ",5.4,"
A tale of an inner city drug dealer who turns away from crime to pursue his passion, rap music.","
    Director:
Jim Sheridan
| 
    Stars:
50 Cent, 
Joy Bryant, 
Adewale Akinnuoye-Agbaje, 
Omar Benson Miller
",45092,117.0,G
Ask 101,"
Comedy, Drama, Romance            ",7.5,"
In 1990s Turkey, a group of teenage outcasts band together to make their beloved teacher fall in love so she'll have a reason to stay in town with them.","
            
    Stars:
Kubilay Aka, 
Mert Yazicioglu, 
Alina Boz, 
Selahattin Pasali
",10299,40.0,A
Duck Butter,"
Comedy, Drama, Romance            ",5.3,"
Two women, who are dissatisfied with the dishonesty they see in dating and relationships, decide to make a pact to spend 24 hours together hoping to find a new way to create intimacy.","
    Director:
Miguel Arteta
| 
    Stars:
Alia Shawkat, 
Drew Langer, 
Marc Maron, 
Mark Duplass
",3531,93.0,D
Brain on Fire,"
Biography, Drama            ",6.6,"
A young, capable professional cannot explain her newly erratic behavior.","
    Director:
Gerard Barrett
| 
    Stars:
Chloë Grace Moretz, 
Thomas Mann, 
Richard Armitage, 
Carrie-Anne Moss
",19354,88.0,B
Alvin and the Chipmunks: The Squeakquel,"
Animation, Adventure, Comedy            ",4.5,"
The world-famous singing preteen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes.","
    Director:
Betty Thomas
| 
    Stars:
Jason Lee, 
Zachary Levi, 
David Cross, 
Justin Long
",45491,88.0,A
Glow Up: Britain's Next Make-Up Star,"
Reality-TV            ",6.8,"
A talented group of aspiring make-up artists attempt to prove their potential to industry professionals in this competition hosted first by Stacey Dooley then by Maya Jama.","
            
    Stars:
Dominic C. Skinner, 
Val Garland, 
Maya Jama, 
Stacey Dooley
",1440,60.0,G
Alguien tiene que morir,"
Crime, Drama, Thriller            ",6.3,"
The story begins with a young boy being asked by his parents to return to Spain to meet his fiance. He returns accompanied by Lazaro, a mysterious ballet dancer.","
            
    Stars:
Cecilia Suárez, 
Ernesto Alterio, 
Alejandro Speitzer, 
Isaac Hernández
",3959,149.0,A
Dancing Queens,"
Comedy, Drama            ",5.5,"
The story of Dylan Pettersson, a 23 year old girl from a small island in the Swedish archipelago with big dancing aspirations.","
    Director:
Helena Bergström
| 
    Stars:
Molly Nutley, 
Fredrik Quinones, 
Rakel Wärmländer, 
Christopher Wollter
",1156,110.0,D
Fire with Fire,"
Action, Thriller            ",5.6,"
A fireman takes an unexpected course of action when a man whom he's been ordered to testify against, after being held up at a local convenience store, threatens him.","
    Director:
David Barrett
| 
    Stars:
Josh Duhamel, 
Bruce Willis, 
Rosario Dawson, 
Vincent D'Onofrio
",25743,97.0,F
Desperados,"
Comedy, Romance            ",5.2,"
A panicked young woman, with her reluctant friends in tow, rushes to Mexico to try and delete a ranting email she sent to her new boyfriend.","
    Director:
LP
| 
    Stars:
Nasim Pedrad, 
Anna Camp, 
Lamorne Morris, 
Sarah Burns
",9291,105.0,D
Boss,"
Crime, Drama            ",8.1,"
Mayor Tom Kane, diagnosed with a dementia disorder, struggles to keep his grip on power in Chicago.","
            
    Stars:
Kelsey Grammer, 
Connie Nielsen, 
Hannah Ware, 
Jeff Hephner
",17281,56.0,B
Day of the Dead: Bloodline,"
Action, Drama, Horror            ",3.4,"
A small group of military personnel and survivalists dwell in an underground bunker as they seek to find a cure in a world overrun by zombies.","
    Director:
Hèctor Hernández Vicens
| 
    Stars:
Sophie Skelton, 
Johnathon Schaech, 
Jeff Gum, 
Marcus Vanco
",10173,90.0,D
Father of the Year,"
Comedy            ",5.2,"
Before NYC, college valedictorian Ben visits his trailer park loser dad. Same evening Ben argues with Larry about whose dad can kick the other dad's ass. Loser dad hears of this and tries to beat up doormat dad and chaos follows.","
    Director:
Tyler Spindel
| 
    Stars:
David Spade, 
Nat Faxon, 
Joey Bragg, 
Matt Shively
",10647,94.0,F
Final Girl,"
Horror, Thriller            ",4.7,"
A man teaches a young woman how to become a complete weapon. Later she is approached by a group of sadistic teens who kill blonde women for unknown reasons. The hunting season begins.","
    Director:
Tyler Shields
| 
    Stars:
Abigail Breslin, 
Wes Bentley, 
Logan Huffman, 
Alexander Ludwig
",15269,84.0,F
El caso Wanninkhof-Carabantes,"
Documentary, Crime, History            ",6.5,"
In 1999, teen Rocío Wanninkhof is murdered. Her mother's ex-partner, Dolores Vázquez, is suspected. Did she do it? A second victim reveals the truth.","
    Director:
Tània Balló
",1357,88.0,E
ARQ,"
Action, Sci-Fi, Thriller            ",6.4,"
Trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity.","
    Director:
Tony Elliott
| 
    Stars:
Robbie Amell, 
Rachael Taylor, 
Shaun Benson, 
Gray Powell
",36715,88.0,A
Dumbo,"
Animation, Adventure, Drama            ",7.2,"
Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.","
    Directors:
Samuel Armstrong, 
Norman Ferguson, 
Wilfred Jackson, 
Jack Kinney, 
Bill Roberts, 
Ben Sharpsteen, 
John Elliotte
| 
    Stars:
Sterling Holloway, 
Edward Brophy, 
Herman Bing, 
Mel Blanc
",124409,64.0,D
Elite Short Stories: Carla Samuel,"
Short, Drama, Romance            ",7,"
Samuel attempts a big, romantic gesture at the airport in order to persuade Carla not to board her flight to London.","
            
    Stars:
Itzan Escamilla, 
Ester Expósito, 
Carlota Casado, 
Ion Iraizoz
",1669,43.0,E
Anazâ,"
Animation, Drama, Horror            ",7.6,"
A young man named, Koichi Sakakibara, transfers to a new school where he finds himself drawn into a mystery involving a mysterious girl and a series of gruesome deaths.","
            
    Stars:
Atsushi Abe, 
Natsumi Takamori, 
Tomoaki Maeno, 
Greg Ayres
",12437,300.0,A
Great Pretender,"
Animation, Action, Adventure            ",8,"
A Japanese conman crosses paths with a French rival, and gets entangled in conspiracies and scams beyond his wildest dreams.","
            
    Stars:
Wolf Williams, 
Alan Lee, 
Aaron Phillips, 
Kausar Mohammed
",3419,23.0,G
Bitter Daisies,"
Drama, Thriller            ",7.2,"
While investigating the disappearance of a teenage girl in a tight-knit Galician town, a Civil Guard officer uncovers secrets linked to a loss of her own.","
            
    Stars:
Manolo Cortés, 
María Mera, 
Toni Salgado, 
Miquel Insua
",2864,70.0,B
A Man Apart,"
Action, Crime, Drama            ",6.1,"
A man known as Diablo emerges to head a drug cartel after the previous leader is imprisoned.","
    Director:
F. Gary Gray
| 
    Stars:
Vin Diesel, 
Timothy Olyphant, 
Larenz Tate, 
Geno Silva
",46040,109.0,A
Beruseruku,"
Animation, Action, Drama            ",6.8,"
Guts, ""The Black Swordsman"", is pursued by demons who are attracted to him, due to a demonic brand on his neck. His goal is to free himself, and his lover Casca, of this inescapable curse. ...                See full summary »
","
            
    Stars:
Erik Scott Kimerer, 
Max Mittelman, 
Sarah Anne Williams, 
Hiroaki Iwanaga
",4953,24.0,B
Aterrados,"
Horror            ",6.5,"
When strange events occur in a neighborhood in Buenos Aires, a doctor specializing in the paranormal, her colleague, and an ex police officer decide to investigate further.","
    Director:
Demián Rugna
| 
    Stars:
Maximiliano Ghione, 
Norberto Gonzalo, 
Elvira Onetto, 
George L. Lewis
",12989,87.0,A
Edge of Fear,"
Action, Crime, Thriller            ",4.4,"
After being stabbed in the heart by ruthless home invaders, a man is left for dead. Now weak, outnumbered, and knife sticking from his chest, he attempts to do the impossible: save his wife from these murderers before he bleeds to death.","
    Director:
Bobby Roth
| 
    Stars:
Rockmond Dunbar, 
Zhu Zhu, 
Shen Lin, 
Robert Knepper
",2652,91.0,E
Equinox,"
Drama, Fantasy, Mystery            ",6.1,"
Astrid was traumatized by the mysterious disappearance of a school class in 1999. Twenty years later, when she finds out that the only survivor from 1999 mysteriously died, Astrid sets off to discover what really happened.","
            
    Stars:
Danica Curcic, 
Lars Brygmann, 
Karoline Hamm, 
Hanne Hedelund
",5326,24.0,E
Bullet Head,"
Crime, Drama, Thriller            ",5.4,"
Three career criminals find themselves trapped in a warehouse with the law closing in and an even worse threat waiting inside - a nigh unstoppable killer dog.","
    Director:
Paul Solet
| 
    Stars:
Adrien Brody, 
Antonio Banderas, 
John Malkovich, 
Rory Culkin
",9317,93.0,B
Chewing Gum,"
Comedy            ",7.7,"
The life of Tracey and the mishaps of her neighbourhood, friends and family, and of course, her boyfriend.","
            
    Stars:
Michaela Coel, 
Danielle Walters, 
Robert Lonsdale, 
Shola Adewusi
",8245,23.0,C
Fate/stay night: Unlimited Blade Works,"
Animation, Action, Fantasy            ",8,"
A group of seven mages gets chosen to become masters of seven classes of heroic spirits, in order to fight and win the Holy Grail.","
            
    Stars:
Mela Lee, 
Bryce Papenbrook, 
Noriaki Sugiyama, 
Kana Ueda
",6739,24.0,F
After Porn Ends 2,"
Documentary            ",5.5,"
After Porn Ends 2 turns back the clock to meet the oldest living stars in adult film's history, but goes in depth with some of its most current retirees, and juxtaposes their experiences in a life after porn.","
    Director:
Bryce Wagoner
| 
    Stars:
Lisa Ann, 
Georgina Spelvin, 
Darren James, 
Ginger Lynn
",2512,90.0,A
Disjointed,"
Comedy            ",6.8,"
Cannabis legend Ruth Whitefeather Feldman employs her newly graduated son and a team of young ""budtenders"" to help run her Los Angeles marijuana dispensary.","
            
    Stars:
Kathy Bates, 
Aaron Moten, 
Elizabeth Alderfer, 
Tone Bell
",9330,30.0,D
Between,"
Drama, Mystery, Sci-Fi            ",6,"
After a mysterious disease kills every resident over 22 years old, survivors of a town must fend for themselves when the government quarantines them","
            
    Stars:
Jennette McCurdy, 
Jesse Carere, 
Justin Kelly, 
Kyle Mac
",8647,60.0,B
Gantz: O,"
Animation, Action, Drama            ",7.1,"
After being brutally murdered in a subway station, a teen boy awakens to find himself resurrected by a strange computer named Gantz, and forced to fight a large force of invading aliens in Osaka.","
    Directors:
Yasushi Kawamura, 
Kei'ichi Sato
| 
    Stars:
Daisuke Ono, 
Mao Ichimichi, 
Tomohiro Kaku, 
Saori Hayami
",13531,95.0,G
Ghost Stories,"
Horror, Thriller            ",4.3,"
The winning team of LUST STORIES unite to tell some spine - chilling tales. Ghost Stories is an upcoming 2020 Indian anthology horror film, consisting of four short film segments.","
    Directors:
Zoya Akhtar, 
Dibakar Banerjee, 
Karan Johar, 
Anurag Kashyap
| 
    Stars:
Janhvi Kapoor, 
Surekha Sikri, 
Amruta Subhash, 
Vijay Varma
",4750,144.0,G
Comedians in Cars Getting Coffee,"
Animation, Comedy, Family            ",8.1,"
Jerry Seinfeld is joined by friends for a cup of coffee and a drive in a classic car, sharing stories all along the way.","
            
    Stars:
Jerry Seinfeld, 
Michael Richards, 
Mario Joyner, 
Jimmy Fallon
",11473,20.0,C
Gokushufudo,"
Animation, Action, Comedy            ",7.3,"
A retired gangster spends his time as a househusband carrying out home chores.","
            
    Stars:
Kenjirô Tsuda, 
Shizuka Itô, 
Kazuyuki Okitsu, 
Melissa Greenspan
",2437,16.0,G
"Crouching Tiger, Hidden Dragon: Sword of Destiny","
Action, Adventure, Drama            ",6.1,"
A story of lost love, young love, a legendary sword and one last opportunity at redemption.","
    Director:
Woo-Ping Yuen
| 
    Stars:
Donnie Yen, 
Michelle Yeoh, 
Harry Shum Jr., 
Natasha Liu Bordizzo
",18540,96.0,C
All Together Now,"
Drama            ",6.5,"
An optimistic high schooler with musical aspirations must learn to accept help from her friends to overcome her personal hardships and fulfill her dreams.","
    Director:
Brett Haley
| 
    Stars:
Auli'i Cravalho, 
Rhenzy Feliz, 
Justina Machado, 
Judy Reyes
",3578,92.0,A
